sample_name	depth_avg	mapped_reads	total_reads	n_actg	n_missing	n_gap	n_ambiguous	ref_snps	ref_mnps	ref_indels	depth_q.01	depth_q.05	depth_q.1	depth_q.25	depth_q.5	depth_q.75	depth_frac_above_10x	depth_frac_above_25x	depth_frac_above_50x	depth_frac_above_100x	mapped_paired	paired_inward	paired_outward	paired_other_orientation
RR065e_04642_W-R256-B4_C08_S115	10040.611	2319131	2518646	29577	288	0	1	28	0	0	4.000	2356.100	3638.000	5828.500	9208.000	13757.500	0.989	0.989	0.989	0.987	2309469	1952514	356050	1704
RR065e_04643_W-R256-C4_E08_S117	7260.850	1626385	1735508	29814	30	0	0	31	0	1	622.020	2210.000	3101.200	4752.000	6995.000	9499.500	0.997	0.997	0.997	0.996	1620023	1460248	159054	1214
RR065e_04644_W-R256-D4_G08_S119	5847.249	1419333	2474442	29601	247	0	3	27	0	0	11.040	609.000	1190.000	2362.000	4357.000	8060.500	0.990	0.989	0.989	0.981	1412085	1105242	305936	1924
RR065e_04645_W-R256-E4_I08_S121	7577.770	1716406	3931474	29814	14	0	0	20	0	0	440.000	1657.400	2790.200	4543.000	7054.000	9910.500	0.997	0.997	0.997	0.996	1709734	1503298	205928	420
RR065e_04646_W-R256-F4_K08_S123	2.933	743	549708	2622	26965	0	1	4	0	0	0.000	0.000	0.000	0.000	0.000	2.000	0.088	0.017	0.017	0.000	665	494	38	0
RR065e_04647_W-R256-G4_M08_S125	377.030	85163	3163884	26699	3116	0	3	23	0	0	0.000	4.000	8.000	33.000	131.000	438.000	0.893	0.771	0.771	0.560	84767	75094	9438	36
RR065e_04648_W-R256-H4_O08_S127	600.945	135093	575122	28809	997	0	10	26	0	0	0.000	24.000	70.000	236.500	507.000	861.000	0.964	0.936	0.936	0.874	134509	122080	12200	14
RR065e_04649_W-R256-A5_A10_S145	21.995	5402	2732252	8742	21041	0	4	9	0	0	0.000	0.000	0.000	0.000	2.000	12.000	0.293	0.144	0.144	0.040	5378	3932	1312	2
RR065e_04650_W-R256-B5_C10_S147	48.239	11324	928606	14622	14863	0	9	10	0	0	0.000	0.000	0.000	0.000	9.000	42.000	0.489	0.317	0.317	0.135	11274	9432	1676	0
RR065e_04651_W-R256-C5_E10_S149	1281.738	289295	1953288	29527	282	0	8	26	0	0	0.000	115.000	205.000	549.000	1049.000	1714.000	0.988	0.985	0.985	0.958	288062	256296	31478	54
RR065e_04652_W-R256-D5_G10_S151	333.534	90007	1335132	23582	6231	0	3	21	0	0	0.000	0.000	2.000	14.000	87.000	395.000	0.789	0.668	0.668	0.486	89385	69158	19958	70
RR065e_04653_W-R256-E5_I10_S153	129.617	29428	4157838	24409	4928	0	18	17	0	0	0.000	0.000	3.000	17.000	63.000	166.000	0.817	0.653	0.653	0.389	29302	25540	3536	10
RR065e_04654_W-R256-F5_K10_S155	1687.863	405670	3739996	27380	2436	0	11	24	0	0	0.000	4.000	12.000	73.000	768.000	2683.500	0.916	0.833	0.833	0.715	403530	318246	84726	472
RR065e_04655_W-R256-G5_M10_S157	0.905	212	1919384	479	28910	0	1	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.009	0.009	0.000	211	178	28	0
RR065e_04656_W-R256-H5_O10_S159	373.615	83255	1055772	27300	2491	0	1	11	0	0	0.000	5.000	12.000	53.000	185.000	532.000	0.913	0.817	0.817	0.641	82893	75600	7068	14
RR065e_04657_W-R256-A6_A12_S177	346.982	85584	2652718	21293	8416	0	8	16	0	0	0.000	0.000	0.000	7.000	51.000	336.000	0.712	0.579	0.579	0.405	85070	64460	20364	54
RR065e_04658_W-R256-B6_C12_S179	170.865	38734	3604172	26763	3005	0	30	23	0	0	0.000	3.000	9.000	31.000	95.000	208.000	0.896	0.756	0.756	0.488	38530	33728	4588	20
RR065e_04659_W-R256-C6_E12_S181	2558.906	585477	1084046	29705	123	0	0	19	0	0	19.000	293.000	576.000	1206.500	2052.000	3565.500	0.993	0.981	0.981	0.979	582961	505284	77326	242
RR065e_04660_W-R256-D6_G12_S183	28423.923	6544488	7801882	29857	12	0	0	20	0	0	113.000	7758.700	11947.800	18038.000	25922.000	37679.500	0.998	0.996	0.996	0.990	6515297	5563634	949108	7574
RR065e_04661_W-R256-E6_I12_S185	282.929	65824	1003892	20963	8853	0	4	16	0	3	0.000	0.000	0.000	0.000	109.000	361.500	0.701	0.640	0.640	0.519	65573	55550	9810	10
RR065e_04662_W-R256-F6_K12_S187	808.460	190308	2543456	27310	2484	0	20	17	0	2	0.000	0.000	26.000	228.000	574.000	1183.000	0.914	0.899	0.899	0.858	189171	156964	31832	126
RR065e_04663_W-R256-G6_M12_S189	3940.914	877206	1304054	29746	116	0	0	25	0	0	16.000	950.000	1478.000	2335.000	3586.000	5088.000	0.995	0.988	0.988	0.987	873896	797612	76210	652
RR065e_04664_W-R256-H6_O12_S191	2200.024	490224	658884	29808	32	0	2	22	0	0	32.000	509.100	778.200	1294.000	1978.000	2898.500	0.997	0.991	0.991	0.979	488219	446818	41124	432
RR065e_04665_W-R256-A7_A14_S209	9963.071	2433459	2908778	29848	15	0	1	29	0	0	177.000	3773.300	5242.200	7159.000	9494.000	12047.500	0.998	0.997	0.997	0.996	2420211	1876542	542440	2138
RR065e_04666_W-R256-B7_C14_S211	873.510	205514	1212826	28755	1049	0	2	20	0	0	2.000	15.000	48.000	152.000	475.000	1185.000	0.962	0.928	0.928	0.821	204513	169268	34970	86
RR065e_04667_W-R256-C7_E14_S213	679.652	155226	1476170	28722	1060	0	5	18	0	2	0.000	15.000	43.000	155.000	431.000	872.000	0.961	0.925	0.925	0.819	154409	135228	18912	60
RR065e_04668_W-R256-D7_G14_S215	23.969	5878	2219654	9510	20177	0	12	12	0	1	0.000	0.000	0.000	0.000	2.000	15.000	0.319	0.185	0.185	0.066	5837	4456	1266	0
RR065e_04669_W-R256-E7_I14_S217	1161.925	269981	2470252	29498	311	0	7	29	0	0	0.000	49.000	88.000	343.000	836.000	1501.000	0.987	0.973	0.973	0.887	268783	225198	43298	92
RR065e_04670_W-R256-F7_K14_S219	6.827	1670	3063000	1972	23528	0	1	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.053	0.053	0.024	1657	1236	354	2
RR065e_04671_W-R256-G7_M14_S221	2282.498	509583	949818	29348	491	0	2	21	0	0	1.000	139.000	307.000	766.000	1699.000	3232.000	0.982	0.980	0.980	0.962	507277	462008	44924	366
RR065e_04672_W-R256-H7_O14_S223	2719.486	607393	1041006	29600	245	0	0	20	0	0	8.000	413.000	691.000	1335.000	2366.000	3662.000	0.990	0.984	0.984	0.980	604787	551226	53282	384
RR065e_04673_W-R256-A8_A16_S241	8281.426	1963616	2365010	29846	16	0	0	25	0	2	283.060	3011.100	3920.000	5615.000	7588.000	10453.000	0.998	0.998	0.998	0.996	1953353	1591566	361428	1102
RR065e_04674_W-R256-B8_C16_S243	9837.094	2242521	2719054	29741	124	0	1	29	0	0	60.000	2974.100	4420.000	6527.500	9304.000	12637.500	0.995	0.992	0.992	0.988	2233571	1950702	282522	1108
RR065e_04675_W-R256-C8_E16_S245	5878.331	1328502	1768892	29673	192	0	1	23	0	1	18.000	1154.200	2040.200	3481.000	5412.000	7755.000	0.992	0.984	0.984	0.979	1322916	1180358	142374	788
RR065e_04676_W-R256-D8_G16_S247	25099.824	5831116	6904428	29804	69	0	2	28	0	0	91.000	6347.000	8502.400	13370.500	20140.000	36707.500	0.997	0.994	0.994	0.989	5804981	4880392	921974	5526
RR065e_04677_W-R256-E8_I16_S249	11.544	2684	688472	2928	24228	0	2	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.085	0.085	0.057	2676	2200	396	0
RR065e_04678_W-R256-F8_K16_S251	66.483	15646	628680	7714	22101	0	1	12	0	1	0.000	0.000	0.000	0.000	0.000	16.000	0.258	0.234	0.234	0.178	15571	13068	2312	2
RR065e_04679_W-R256-G8_M16_S253	4953.498	1113069	1404990	29255	618	0	2	18	0	0	0.000	563.000	1176.000	2446.000	4219.000	6812.000	0.978	0.975	0.975	0.972	1108647	996932	111268	952
RR065e_04680_W-R256-H8_O16_S255	768.608	189931	491698	29429	372	0	14	19	0	1	0.000	58.000	100.000	268.000	592.000	1048.000	0.985	0.977	0.977	0.901	188925	167314	21402	36
RR065e_04681_W-R256-A9_A18_S273	0.549	132	572574	347	25	0	0	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.009	0.009	0.000	132	106	14	0
RR065e_04682_W-R256-B9_C18_S275	63.322	15640	48092	27680	2117	0	1	23	0	0	0.000	6.000	14.000	32.000	55.000	84.000	0.926	0.775	0.775	0.163	15457	14630	638	10
RR065e_04683_W-R256-C9_E18_S277	1562.953	355138	1082814	29244	566	0	13	23	0	1	0.000	63.000	150.200	404.000	1130.000	2335.000	0.979	0.968	0.968	0.929	353593	310462	42956	58
RR065e_04684_W-R256-D9_G18_S279	62.299	15267	2567708	13429	16342	0	21	14	0	0	0.000	0.000	0.000	0.000	7.000	44.000	0.450	0.286	0.286	0.162	15202	11684	3348	8
RR065e_04685_W-R256-E9_I18_S281	2942.137	673332	940222	29529	292	0	1	21	0	0	7.000	454.000	794.000	1552.000	2541.000	3860.000	0.988	0.981	0.981	0.979	670657	582010	88398	256
RR065e_04686_W-R256-F9_K18_S283	137.324	33132	1741340	21124	8639	0	54	13	0	0	0.000	0.000	2.000	8.000	29.000	156.000	0.710	0.497	0.497	0.331	32968	25864	6880	12
RR065e_04687_W-R256-G9_M18_S285	2726.440	635458	1050348	29547	266	0	2	23	0	0	2.000	451.000	921.000	1559.500	2514.000	3685.000	0.988	0.987	0.987	0.980	632352	570642	61294	466
RR065e_04688_W-R256-H9_O18_S287	418.485	93508	1655428	26538	3266	0	2	24	0	0	0.000	2.000	8.000	65.000	267.000	583.000	0.888	0.840	0.840	0.710	93007	84748	7980	64
RR065e_04689_W-R256-A10_A20_S305	22.608	5509	1494750	11350	17364	0	18	19	0	2	0.000	0.000	0.000	0.000	2.000	25.000	0.380	0.229	0.229	0.050	5480	4232	1120	2
RR065e_04690_W-R256-B10_C20_S307	2.368	540	1450508	2567	26313	0	2	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.086	0.014	0.014	0.000	535	442	70	0
RR065e_04691_W-R256-C10_E20_S309	7.566	1705	1416900	4707	18973	0	3	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.158	0.080	0.080	0.015	1697	1488	158	0
RR065e_04692_W-R256-D10_G20_S311	4864.141	1177873	2175302	29815	16	0	1	27	0	0	38.000	478.000	1039.000	2364.500	4151.000	6593.500	0.997	0.991	0.991	0.982	1171670	938612	232382	1390
RR065e_04693_W-R256-E10_I20_S313	2937.776	671499	1329526	29811	23	0	2	27	0	0	32.000	293.000	564.000	1249.000	2188.000	3686.500	0.997	0.992	0.992	0.977	669074	588698	80068	410
RR065e_04694_W-R256-F10_K20_S315	412.325	96250	851518	23376	6226	0	13	14	0	5	0.000	0.000	0.000	27.000	194.000	505.000	0.782	0.746	0.746	0.635	95915	80608	15156	26
RR065e_04695_W-R256-G10_M20_S317	2448.920	550819	1028016	29549	309	0	0	33	0	0	4.020	223.000	612.000	1252.000	2168.000	3303.500	0.988	0.980	0.980	0.977	548247	496572	51514	430
RR065e_04696_W-R256-H10_O20_S319	2451.553	547200	726040	29543	317	0	0	30	0	0	3.000	591.000	905.000	1489.000	2207.000	3229.000	0.988	0.987	0.987	0.980	545215	497338	47522	320
RR065e_04697_W-R256-A11_A22_S337	8077.339	1921086	2588476	29658	207	0	0	33	0	0	21.000	1593.000	2621.000	4736.000	7226.000	10548.000	0.992	0.989	0.989	0.985	1912067	1545016	366756	1472
RR065e_04698_W-R256-B11_C22_S339	1805.515	414055	715172	29778	41	0	2	18	0	0	17.000	161.000	366.000	837.000	1498.000	2484.000	0.996	0.990	0.990	0.976	412312	356190	55928	132
RR065e_04699_W-R256-C11_E22_S341	2551.276	573595	1013670	29542	318	0	0	30	0	0	2.000	406.000	746.000	1455.000	2356.000	3421.000	0.988	0.981	0.981	0.980	570732	517848	52278	666
RR065e_04700_W-R256-D11_G22_S343	14745.735	3413524	4072438	29624	241	0	1	22	0	0	13.000	3495.300	5822.200	9333.000	13898.000	19007.500	0.991	0.989	0.989	0.988	3398812	2889172	508614	2290
RR065e_04701_W-R256-E11_I22_S345	1493.460	341010	709890	29497	325	0	2	28	0	0	2.000	82.000	235.000	703.500	1205.000	2057.000	0.986	0.971	0.971	0.948	339640	296960	42418	126
RR065e_04702_W-R256-F11_K22_S347	14625.108	3403583	3869890	29839	21	0	1	30	0	0	1693.020	4460.200	6069.000	9147.000	13321.000	19418.000	0.998	0.997	0.997	0.997	3389030	2856890	530624	3200
RR065e_04703_W-R256-G11_M22_S349	1863.758	416293	1080736	29258	569	0	0	22	0	0	0.000	181.000	382.000	890.000	1594.000	2554.000	0.978	0.972	0.972	0.967	414622	378000	36332	204
RR065e_04704_W-R256-H11_O22_S351	571.294	127547	188320	29555	296	0	2	30	0	0	4.000	205.000	264.000	376.000	548.000	715.000	0.988	0.986	0.986	0.978	126867	118834	7670	228
RR065e_04705_W-R256-A12_A24_S369	873.750	210491	344772	29250	566	0	3	30	0	0	2.000	31.000	85.000	293.000	572.000	1093.000	0.978	0.951	0.951	0.895	209466	167768	41404	104
RR065e_04706_W-R256-B12_C24_S371	6992.222	1590371	1903972	29743	119	0	1	19	0	0	36.000	2185.000	3025.000	4661.000	6668.000	8960.500	0.995	0.991	0.991	0.987	1583846	1397384	186144	544
RR065e_04707_W-R256-C12_E24_S373	96.737	24676	37292	29190	606	0	1	25	0	0	0.000	20.000	31.000	54.000	87.000	126.000	0.976	0.906	0.906	0.413	24452	21548	2614	38
RR065e_04708_W-R256-D12_G24_S375	12314.921	2893257	3891182	29713	151	0	3	30	0	0	22.000	1671.000	3525.200	7290.500	11602.000	16489.500	0.994	0.989	0.989	0.982	2880355	2374108	504894	2458
RR065e_04709_W-R256-E12_I24_S377	4842.964	1088947	1410336	29567	299	0	0	22	0	0	5.000	1247.000	1939.000	3098.500	4499.000	6266.500	0.989	0.988	0.988	0.980	1084625	978764	105360	630
RR065e_04710_W-R256-F12_K24_S379	10794.917	2545453	2903082	29612	250	0	2	22	0	0	14.020	2772.100	4638.200	7127.500	10432.000	13828.000	0.990	0.989	0.989	0.988	2534239	2144266	389108	1378
RR065e_04711_W-R256-G12_M24_S381	288.656	65480	306112	27532	2261	0	23	30	0	1	0.000	6.000	13.000	66.000	164.000	353.000	0.922	0.848	0.848	0.657	65233	58318	6834	10
RR073e_00131_W-R257-H11_P22_S352	0.062	15	59134	0	11920	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15	6	0	0
RR073e_00132_W-R257-A12_B24_S370	1408.786	326590	828154	29740	89	0	0	19	0	0	19.020	274.000	453.000	818.000	1302.000	1885.000	0.995	0.989	0.989	0.981	324856	276860	47628	200
RR073e_00138_W-R257-B12_D24_S372	76.774	17559	19362	20278	9318	0	14	17	0	3	0.000	0.000	0.000	0.000	44.000	119.000	0.679	0.576	0.576	0.312	17417	14972	2224	2
RR073e_00176_W-R257-F6_L12_S188	10410.172	2368620	2488238	29838	33	0	0	9	0	0	666.020	3759.200	4846.000	6992.500	9976.000	13319.500	0.998	0.997	0.997	0.996	2359561	2060114	298488	2182
RR073e_00177_W-R257-G6_N12_S190	5908.678	1325852	1384392	29811	20	0	3	8	0	0	135.000	847.000	1302.200	2437.000	4266.000	8437.500	0.997	0.996	0.996	0.994	1321446	1181488	138442	3266
RR073e_00178_W-R257-A7_B14_S210	2784.269	657250	701658	29813	49	0	0	10	0	0	86.000	705.100	1041.000	1622.000	2357.000	3655.000	0.997	0.996	0.996	0.989	654569	537468	116644	470
RR073e_00179_W-R257-B7_D14_S212	4832.209	1104213	1162520	29801	30	0	1	14	0	1	102.000	1306.000	1937.200	3092.000	4503.000	6240.000	0.997	0.996	0.996	0.991	1099865	951762	147256	1630
RR073e_00180_W-R257-C7_F14_S214	4232.509	959306	1002780	29813	6	0	0	16	0	0	202.020	1189.000	1582.000	2468.000	3756.000	5486.000	0.997	0.997	0.997	0.996	955173	848544	105520	1268
RR073e_00181_W-R257-E7_J14_S218	0.743	185	1610	645	2183	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.013	0.013	0.000	183	130	44	0
RR073e_00182_W-R257-F7_L14_S220	0.000	0	48310	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0
RR073e_00183_W-R257-G7_N14_S222	3765.775	853529	904332	29560	282	0	0	27	0	1	2.000	911.100	1392.200	2314.000	3511.000	4900.000	0.989	0.988	0.988	0.980	849999	751110	97964	1654
RR073e_00184_W-R257-H7_P14_S224	11934.856	2720134	2857294	29615	257	0	1	25	0	0	12.000	3347.100	4751.200	7282.000	10458.000	15541.500	0.990	0.989	0.989	0.988	2709683	2345768	362830	2554
RR073e_00185_W-R257-B8_D16_S244	2795.272	647056	690342	29794	45	0	0	36	0	4	23.000	529.100	806.200	1477.000	2421.000	3729.000	0.997	0.990	0.990	0.989	644317	546634	97190	636
RR073e_00186_W-R257-C8_F16_S246	10813.372	2471440	2603778	29814	51	0	1	18	0	0	396.000	1522.000	3026.200	5361.000	9007.000	15421.000	0.997	0.997	0.997	0.996	2460527	2136890	320652	4438
RR073e_00187_W-R257-D8_H16_S248	21153.623	4869955	5136056	29818	48	0	0	21	0	0	428.020	5030.100	8287.200	13253.000	19678.000	27101.500	0.997	0.997	0.997	0.997	4850536	4139494	708714	4416
RR073e_00188_W-R257-F8_L16_S252	11036.412	2576077	2715336	29813	44	0	1	14	0	0	1330.080	3981.100	5076.200	7593.500	10780.000	13998.500	0.997	0.997	0.997	0.996	2565122	2264204	299850	1964
RR073e_00189_W-R257-G8_N16_S254	5272.276	1184768	1257526	29814	47	0	1	19	0	0	340.020	795.000	1139.000	1919.000	3678.000	8012.500	0.997	0.997	0.997	0.996	1180576	1063456	116530	1012
RR073e_00190_W-R257-A9_B18_S274	3604.801	862548	929434	29805	28	0	0	20	0	0	57.000	766.000	1126.200	1967.000	3198.000	4895.500	0.997	0.990	0.990	0.989	858525	686058	171880	932
RR073e_00191_W-R257-B9_D18_S276	3530.211	811007	935470	29805	23	0	0	19	0	0	43.000	826.000	1192.000	2025.500	3261.000	4693.000	0.997	0.996	0.996	0.989	807555	693790	113132	868
RR073e_00192_W-R257-C9_F18_S278	6339.978	1462072	1557314	29560	265	0	3	19	0	0	8.000	267.100	518.000	1072.000	4271.000	10619.000	0.989	0.981	0.981	0.971	1455704	1248134	205992	2046
RR073e_00193_W-R257-E9_J18_S282	9231.071	2091495	2250532	29584	272	0	1	24	0	0	8.000	2833.000	4049.000	6035.000	8721.000	11968.500	0.989	0.989	0.989	0.987	2083389	1837232	244902	2250
RR073e_00194_W-R257-F9_L18_S284	7171.221	1685649	1779446	29813	16	0	0	19	0	0	101.000	1658.100	2749.000	4303.500	6570.000	9567.000	0.997	0.996	0.996	0.991	1678448	1427214	250008	2858
RR073e_00195_W-R257-H9_P18_S288	23.329	5567	6898	4559	22300	0	1	5	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.152	0.137	0.137	0.087	5549	4476	940	0
RR073e_00196_W-R257-B10_D20_S308	210.364	49027	53876	27253	2532	0	25	33	0	3	0.000	1.000	12.000	48.000	124.000	299.000	0.913	0.820	0.820	0.577	48747	41228	7292	6
RR073e_00197_W-R257-C10_F20_S310	22617.901	5291168	5678486	29851	18	0	1	19	0	0	4456.040	9401.200	11714.000	16220.000	21459.000	28223.000	0.998	0.997	0.997	0.997	5261564	4396068	859448	9754
RR073e_00198_W-R257-D10_H20_S312	7586.147	1737388	1837532	29555	299	0	2	25	0	0	3.000	1527.000	2600.000	4233.000	6347.000	10485.000	0.988	0.988	0.988	0.986	1730645	1501568	228248	1342
RR073e_00199_W-R257-F10_L20_S316	9403.345	2124266	2227436	29578	269	0	0	25	0	0	6.000	2506.000	3781.200	5839.000	8692.000	11918.000	0.989	0.989	0.989	0.987	2116356	1878208	236894	2418
RR073e_00200_W-R257-G10_N20_S318	2737.193	612728	641546	29559	295	0	0	25	0	0	6.000	811.000	1199.000	1795.000	2593.000	3504.000	0.988	0.987	0.987	0.987	610253	554260	55580	396
RR073e_00201_W-R257-H10_P20_S320	9633.786	2175938	2286848	29612	259	0	0	25	0	0	13.000	3000.200	4331.000	6438.000	9245.000	12328.500	0.990	0.989	0.989	0.987	2166852	1940162	225786	1748
RR073e_00202_W-R257-B11_D22_S340	4495.188	1028928	1085474	29574	263	0	0	25	0	0	5.000	1014.000	1438.200	2391.500	3965.000	6033.500	0.989	0.988	0.988	0.981	1024516	884554	139142	1238
RR073e_00203_W-R257-C11_F22_S342	1360.219	312459	332968	29786	21	0	3	33	0	4	74.000	212.000	328.000	639.000	1118.000	1820.000	0.996	0.996	0.996	0.985	310881	269346	40990	544
RR073e_00204_W-R257-E11_J22_S346	5414.801	1225955	1288890	29601	248	0	1	29	0	0	9.000	1595.000	2291.000	3521.000	5194.000	7017.000	0.990	0.988	0.988	0.987	1220739	1080010	140082	1106
RR073e_00205_W-R257-F11_L22_S348	6270.488	1410607	1473302	29795	28	0	0	38	0	4	735.000	1806.600	2589.200	3847.000	5576.000	7940.000	0.997	0.996	0.996	0.996	1405435	1253102	151554	1238
RR074e_02220_W-R257-D12_H24_S376	6.446	1552	32000	4772	24747	0	12	3	0	0	0.000	0.000	0.000	0.000	0.000	5.000	0.160	0.066	0.066	0.006	1540	1152	322	0
RR074e_02223_W-R257-E12_J24_S378	1898.311	429676	452328	29801	38	0	1	30	0	0	65.000	483.000	756.000	1172.000	1750.000	2461.500	0.997	0.995	0.995	0.984	427827	382006	45548	152
RR074e_02231_W-R257-B6_D12_S180	260.000	60213	635208	22464	6990	0	20	14	0	2	0.000	0.000	0.000	10.000	157.000	349.000	0.752	0.712	0.712	0.603	59988	50042	9706	4
RR074e_02232_W-R257-C6_F12_S182	712.080	159398	311010	27667	2131	0	24	28	0	0	0.000	0.000	23.000	187.000	525.000	975.000	0.927	0.893	0.893	0.855	158832	144924	13668	80
