sample_name	depth_avg	mapped_reads	total_reads	n_actg	n_missing	n_gap	n_ambiguous	ref_snps	ref_mnps	ref_indels	depth_q.01	depth_q.05	depth_q.1	depth_q.25	depth_q.5	depth_q.75	depth_frac_above_10x	depth_frac_above_25x	depth_frac_above_50x	depth_frac_above_100x	mapped_paired	paired_inward	paired_outward	paired_other_orientation
RR065e_04254_W-R230-B3_C05	88.466	20404	1117576	15974	13648	0	4	16	0	0	0.000	0.000	0.000	0.000	14.000	122.000	0.534	0.437	0.437	0.291	20300	17160	2942	18
RR065e_04255_W-R230-C3_E05	4393.560	1079744	1207752	29813	52	0	1	27	0	0	41.000	1886.000	2391.000	3346.000	4343.000	5400.000	0.997	0.994	0.994	0.988	1076792	818172	257292	2152
RR065e_04256_W-R230-D3_G05	5643.084	1369406	2913118	29574	286	0	2	27	0	0	8.000	742.000	1422.000	2709.000	4359.000	7497.000	0.989	0.988	0.988	0.981	1365476	1057516	306076	2928
RR065e_04257_W-R230-E3_I05	180.120	42230	434138	26000	3752	0	19	15	0	2	0.000	0.000	1.000	37.000	110.000	230.000	0.871	0.784	0.784	0.531	41867	36036	5624	14
RR065e_04258_W-R230-F3_K05	3424.516	782289	1651032	29532	312	0	0	31	0	0	0.000	358.000	864.200	1813.500	3039.000	4686.500	0.988	0.980	0.980	0.979	779958	673122	106218	918
RR065e_04259_W-R230-G3_M05	21.354	4896	853982	6501	23140	0	6	9	0	0	0.000	0.000	0.000	0.000	0.000	2.000	0.218	0.144	0.144	0.062	4887	4078	730	0
RR065e_04260_W-R230-H3_O05	561.036	126120	2043494	27467	2321	0	26	28	0	0	0.000	2.000	16.000	64.000	233.000	641.000	0.920	0.855	0.855	0.685	125808	110588	14910	72
RR065e_04261_W-R230-A4_A07	2032.090	468158	631198	29594	270	0	0	24	0	0	7.000	301.000	739.000	1269.500	1930.000	2650.000	0.990	0.988	0.988	0.979	461576	418834	42452	534
RR065e_04262_W-R230-B4_C07	91.340	21494	1359010	18904	10616	0	18	21	0	4	0.000	0.000	0.000	0.000	29.000	101.000	0.633	0.499	0.499	0.253	21419	17182	4036	38
RR065e_04263_W-R230-C4_E07	4918.192	1221140	1387640	29814	6	0	1	19	0	0	490.000	1778.000	2377.000	3405.000	4772.000	6251.000	0.997	0.997	0.997	0.996	1217635	909790	306448	2268
RR065e_04264_W-R230-D4_G07	12192.212	2838023	3725144	29673	196	0	0	26	0	0	34.020	3508.100	5498.200	8560.500	11817.000	15219.000	0.992	0.990	0.990	0.988	2828345	2361516	465154	4574
RR065e_04265_W-R230-E4_I07	7403.634	1717755	2497854	29445	454	0	0	24	0	0	0.000	925.000	2285.200	4333.500	6649.000	9541.500	0.985	0.984	0.984	0.976	1713974	1425214	289820	2128
RR065e_04266_W-R230-F4_K07	7898.943	1768568	2355700	29797	63	0	1	25	0	0	176.000	2180.100	3183.200	5026.500	7353.000	9919.000	0.997	0.995	0.995	0.995	1764559	1558610	205122	1300
RR065e_04267_W-R230-G4_M07	7392.472	1643873	2754366	29583	311	0	1	20	0	0	8.000	522.000	2469.000	4460.000	6815.000	10107.500	0.989	0.982	0.982	0.979	1640332	1463654	175914	1222
RR065e_04268_W-R230-H4_O07	7441.412	1661353	2379102	29847	18	0	2	27	0	0	66.000	1702.100	2524.200	4178.000	6424.000	9905.000	0.998	0.998	0.998	0.989	1657952	1476956	180682	960
RR065e_04269_W-R230-A5_A09	2478.428	565146	794676	29765	60	0	0	25	0	0	74.020	599.000	927.000	1506.000	2293.000	3305.000	0.995	0.995	0.995	0.984	557054	526748	29798	718
RR065e_04270_W-R230-B5_C09	2511.909	574119	603180	29813	47	0	2	18	0	0	31.020	762.000	1021.000	1486.000	2180.000	3428.000	0.997	0.991	0.991	0.986	572731	484838	86842	1416
RR065e_04271_W-R230-C5_E09	10566.618	2566766	3573854	29751	140	0	3	21	0	0	38.060	2985.200	4298.200	6484.000	9205.000	14150.500	0.995	0.991	0.991	0.988	2560136	1975874	580624	7234
RR065e_04272_W-R230-D5_G09	2297.558	556630	1199178	29772	10	0	0	25	0	0	29.000	402.000	639.000	1126.000	1994.000	3039.000	0.996	0.990	0.990	0.987	555033	433628	120470	1298
RR065e_04273_W-R230-E5_I09	11182.162	2569123	3328500	29812	90	0	1	23	0	0	52.000	3970.000	5472.000	7783.000	10691.000	14118.000	0.997	0.993	0.993	0.989	2563407	2158306	404404	2118
RR065e_04274_W-R230-F5_K09	172.643	39973	581430	24819	4946	0	33	37	0	2	0.000	0.000	0.000	28.000	91.000	199.000	0.832	0.745	0.745	0.481	39864	33116	6522	16
RR065e_04275_W-R230-G5_M09	22.193	5124	555884	9788	19845	0	3	17	0	1	0.000	0.000	0.000	0.000	0.000	21.000	0.327	0.193	0.193	0.045	5116	4206	818	2
RR065e_04276_W-R230-H5_O09	4622.768	1044316	1545068	29438	447	0	1	30	0	0	1.000	598.000	1149.000	2161.500	3926.000	6571.500	0.984	0.982	0.982	0.980	1042193	902828	138768	624
RR065e_04277_W-R230-A6_A11	2688.136	658316	766566	29826	85	0	0	23	0	0	172.000	1055.000	1453.000	1989.000	2621.000	3319.500	0.997	0.997	0.997	0.996	655451	507924	146836	926
RR065e_04278_W-R230-B6_C11	2649.520	616020	1729530	29519	315	0	2	33	0	0	1.000	203.000	546.000	1216.000	2225.000	3509.000	0.987	0.979	0.979	0.968	614252	502878	110338	2010
RR065e_04279_W-R230-C6_E11	1000.011	241285	440044	29416	403	0	2	20	0	0	0.000	158.000	310.200	584.000	904.000	1315.000	0.984	0.978	0.978	0.964	240581	187014	53146	484
RR065e_04280_W-R230-D6_G11	14685.694	3375478	5100438	29848	53	0	0	18	0	0	181.060	3094.100	5733.200	9471.000	13904.000	19154.500	0.998	0.998	0.998	0.997	3363246	2880006	481468	4890
RR065e_04281_W-R230-E6_I11	13521.364	3071193	3838332	29771	131	0	0	21	0	0	34.020	4609.200	6288.000	8976.000	12580.000	17659.000	0.996	0.990	0.990	0.988	3063520	2644130	417782	2980
RR065e_04282_W-R230-F6_K11	77.415	17855	934170	13181	16333	0	10	20	0	3	0.000	0.000	0.000	0.000	0.000	90.000	0.442	0.373	0.373	0.231	17812	14664	2992	10
RR065e_04283_W-R230-G6_M11	2798.966	640737	1379506	29803	80	0	1	22	0	0	40.000	379.000	812.000	1540.000	2486.000	3831.000	0.997	0.994	0.994	0.983	639350	543062	95652	696
RR065e_04284_W-R230-H6_O11	760.475	171727	1068760	29257	539	0	17	23	0	0	3.000	26.000	58.000	143.000	401.000	1000.000	0.979	0.947	0.947	0.827	171306	148634	22450	36
RR065e_04285_W-R230-A7_A13	351.739	84673	722896	29533	277	0	5	22	0	0	4.000	35.000	54.000	145.000	281.000	459.000	0.988	0.961	0.961	0.822	84428	66212	17900	136
RR065e_04286_W-R230-B7_C13	3785.181	890733	1323560	29681	185	0	1	29	0	0	22.000	451.000	807.000	1266.000	2595.000	5817.000	0.993	0.989	0.989	0.987	887518	723332	162938	2272
RR065e_04287_W-R230-C7_E13	54.244	13027	1143220	7786	22019	0	3	8	0	1	0.000	0.000	0.000	0.000	0.000	13.000	0.261	0.213	0.213	0.140	12996	9976	2850	6
RR065e_04288_W-R230-D7_G13	2390.818	577621	1036250	29812	22	0	2	25	0	0	37.000	380.000	636.000	1066.000	1813.000	3128.000	0.997	0.994	0.994	0.978	576044	448630	126876	1094
RR065e_04289_W-R230-E7_I13	3699.577	874631	1194900	29639	263	0	1	23	0	0	14.020	855.000	1347.000	2018.000	3033.000	5161.000	0.991	0.989	0.989	0.981	872437	705354	166354	1160
RR065e_04290_W-R230-F7_K13	2411.266	560164	609260	23253	6589	0	4	15	0	0	0.000	2.000	3.000	12.000	1458.000	4685.000	0.778	0.656	0.656	0.575	555393	485040	70018	202
RR065e_04291_W-R230-G7_M13	35.122	8089	986834	12307	17306	0	3	17	0	0	0.000	0.000	0.000	0.000	1.000	35.000	0.412	0.273	0.273	0.091	8064	6606	1322	4
RR065e_04292_W-R230-H7_O13	1201.529	272508	1612962	29478	330	0	6	30	0	0	7.020	59.000	151.000	369.000	809.000	1502.000	0.986	0.971	0.971	0.935	271898	233722	37852	212
RR065e_04293_W-R230-A8_A15	120.840	28729	235744	25296	4486	0	33	18	0	0	0.000	3.000	6.000	22.000	71.000	163.000	0.848	0.717	0.717	0.399	28655	22838	5600	26
RR065e_04294_W-R230-B8_C15	3377.878	784174	1165076	29638	260	0	1	33	0	0	18.000	558.100	1207.000	1926.500	2899.000	4413.000	0.991	0.988	0.988	0.986	782200	639282	141490	2352
RR065e_04295_W-R230-C8_E15	8672.253	2104669	3206462	29610	291	0	1	20	0	0	16.060	1306.000	2090.000	3202.500	5842.000	13024.000	0.990	0.989	0.989	0.988	2098838	1621630	474076	6068
RR065e_04296_W-R230-D8_G15	4938.588	1195682	1678930	29647	252	0	3	28	0	0	37.060	1198.000	2216.000	3434.000	4787.000	6113.000	0.992	0.990	0.990	0.983	1192512	928170	263380	2178
RR065e_04297_W-R230-E8_I15	6370.331	1477466	1864582	29807	45	0	2	33	0	0	28.000	1961.000	2735.200	3946.000	5588.000	8651.000	0.997	0.990	0.990	0.987	1473948	1229752	243060	1500
RR065e_04298_W-R230-F8_K15	4111.687	946673	1553368	29568	249	0	1	30	0	0	0.000	727.100	1143.000	1844.500	3012.000	5793.000	0.989	0.988	0.988	0.980	944347	795786	147522	1286
RR065e_04299_W-R230-G8_M15	7581.327	1675384	2762280	29610	293	0	0	26	0	0	11.060	1482.000	2989.200	4798.000	7178.000	9857.000	0.990	0.990	0.990	0.981	1671603	1509212	161944	1190
RR065e_04300_W-R230-H8_O15	5258.958	1177260	3048930	29497	362	0	1	21	0	0	5.000	368.000	1310.400	2775.500	4945.000	7298.000	0.986	0.972	0.972	0.971	1173200	1051448	121256	862
RR065e_04301_W-R230-A9_A17	1043.954	250782	337066	29513	340	0	2	32	0	0	4.000	241.000	436.000	700.000	993.000	1330.000	0.987	0.973	0.973	0.970	250169	195692	54062	400
RR065e_04302_W-R230-B9_C17	1.249	301	486228	856	25346	0	0	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.017	0.017	0.000	301	214	78	0
RR065e_04303_W-R230-C9_E17	7776.962	1897080	2668306	29852	49	0	2	28	0	0	697.020	1621.000	2142.000	3126.000	5887.000	11958.500	0.998	0.998	0.998	0.997	1892079	1452536	437780	4102
RR065e_04304_W-R230-D9_G17	8.783	2075	1638288	3027	22594	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.063	0.063	0.024	2064	1666	340	8
RR065e_04305_W-R230-E9_I17	734.770	171361	1538612	28825	995	0	3	18	0	0	0.000	17.000	45.000	173.000	488.000	998.000	0.964	0.923	0.923	0.820	170604	142514	27696	276
RR065e_04306_W-R230-F9_K17	1257.310	296472	524532	29558	257	0	0	18	0	0	6.000	323.000	495.000	771.000	1163.000	1661.000	0.988	0.981	0.981	0.979	295669	242060	53248	232
RR065e_04307_W-R230-G9_M17	61.909	14074	2896442	11351	17922	0	4	15	0	7	0.000	0.000	0.000	0.000	0.000	54.000	0.380	0.299	0.299	0.162	14041	12022	1892	8
RR065e_04308_W-R230-H9_O17	15.949	3706	400162	4570	23536	0	1	5	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.100	0.100	0.057	3702	3032	584	0
RR065e_04309_W-R230-A10_A19	5.166	1272	125848	6121	23198	0	6	5	0	0	0.000	0.000	0.000	0.000	0.000	6.000	0.205	0.046	0.046	0.000	1270	956	266	0
RR065e_04310_W-R230-B10_C19	1465.426	347252	777316	29607	293	0	1	18	0	0	11.000	256.000	396.000	662.000	1126.000	1954.500	0.990	0.987	0.987	0.972	346246	277110	68648	740
RR065e_04311_W-R230-C10_E19	140.081	33094	469522	20153	9662	0	1	15	0	1	0.000	0.000	0.000	0.000	60.000	184.000	0.674	0.595	0.595	0.381	33011	26638	6154	26
RR065e_04312_W-R230-D10_G19	306.123	72705	365130	17059	12468	0	7	10	0	0	0.000	0.000	0.000	0.000	69.000	479.000	0.571	0.544	0.544	0.466	72551	58068	14226	38
RR065e_04313_W-R230-E10_I19	147.729	34478	1670184	14463	14868	0	1	20	0	0	0.000	0.000	0.000	0.000	4.000	160.000	0.484	0.437	0.437	0.328	34394	28320	5860	16
RR065e_04314_W-R230-F10_K19	97.684	22856	493020	12019	17497	0	5	13	0	0	0.000	0.000	0.000	0.000	0.000	84.000	0.403	0.351	0.351	0.227	22808	18760	3840	14
RR065e_04315_W-R230-G10_M19	103.391	24704	33844	28766	1048	0	2	29	0	0	0.000	17.000	36.000	65.000	97.000	137.000	0.962	0.917	0.917	0.483	24649	19574	4868	8
RR065e_04316_W-R230-H10_O19	2070.089	468626	2234764	28873	920	0	5	22	0	0	0.000	58.000	137.000	467.000	1332.000	2919.500	0.966	0.960	0.960	0.923	467551	404878	62506	200
RR065e_04317_W-R230-A11_A21	5.154	1263	1761056	1475	28124	0	2	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.026	0.026	0.009	1255	960	264	0
RR065e_04318_W-R230-B11_C21	17.867	4243	3033092	3542	26167	0	4	3	0	0	0.000	0.000	0.000	0.000	0.000	3.000	0.119	0.063	0.063	0.019	4226	3356	788	8
RR065e_04319_W-R230-C11_E21	2482.530	567818	12622758	26491	3404	0	8	27	0	0	0.000	2.000	7.000	43.000	258.000	1816.000	0.886	0.797	0.797	0.642	565787	480334	84260	1850
RR065e_04320_W-R230-D11_G21	0.000	0	2856610	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0
RR065e_04321_W-R230-E11_I21	0.616	155	7505804	188	28207	0	0	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.005	0.005	0.002	154	102	48	0
RR065e_04322_W-R230-F11_K21	33.876	8081	5941478	2502	27251	0	1	2	0	0	0.000	0.000	0.000	0.000	0.000	2.000	0.084	0.062	0.062	0.048	8049	6256	1690	4
RR065e_04323_W-R230-G11_M21	330.066	74503	6265286	15526	14234	0	3	12	0	0	0.000	0.000	0.000	2.000	11.000	126.000	0.519	0.394	0.394	0.280	74250	64872	9138	54
RR065e_04324_W-R230-H11_O21	2417.786	546575	2465926	29078	749	0	2	30	0	0	1.000	172.000	441.000	1097.000	2063.000	3366.000	0.972	0.969	0.969	0.959	545316	472200	72538	512
RR065e_04325_W-R230-A12_A23	0.000	0	644982	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0
RR065e_04326_W-R230-B12_C23	0.040	10	3048198	0	19840	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10	4	4	0
RR065e_04327_W-R230-C12_E23	0.019	4	5601588	0	19652	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4	2	0	0
RR065e_04328_W-R230-D12_G23	0.000	0	24368	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0
RR065e_04329_W-R230-E12_I23	0.008	2	1432026	0	116	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	2	0	0
RR065e_04330_W-R230-F12_K23	0.007	2	431192	0	110	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0	2	0
RR065e_04331_W-R230-G12_M23	2060.061	447537	771888	29343	513	0	0	25	0	0	4.000	363.000	742.000	1378.000	1966.000	2629.000	0.981	0.970	0.970	0.969	446554	421032	24560	1376
RR066e_01663_W-R231-A1_B01	152.247	36265	325226	27492	2288	0	12	15	0	0	1.000	6.000	12.000	35.000	96.000	199.000	0.920	0.785	0.785	0.485	36136	28776	7136	42
RR066e_01664_W-R231-B1_D01	47.856	10873	268876	21470	7828	0	10	7	0	2	0.000	0.000	0.000	7.000	28.000	70.000	0.719	0.487	0.487	0.149	10847	9184	1490	24
RR066e_01665_W-R231-C1_F01	6211.817	1529773	2213362	29844	23	0	0	17	0	0	111.120	1432.000	2387.200	3817.500	5411.000	7862.000	0.998	0.998	0.998	0.990	1525785	1154232	369482	5032
RR066e_01666_W-R231-D1_H01	2241.449	511439	1306080	29630	271	0	0	19	0	0	15.020	166.000	449.200	943.000	1913.000	3112.000	0.991	0.988	0.988	0.969	510359	436812	72956	648
RR066e_01667_W-R231-E1_J01	1510.069	349568	1054100	29668	157	0	0	14	0	0	11.000	128.000	264.000	623.000	1185.000	2109.000	0.992	0.982	0.982	0.964	348664	290610	57388	698
RR066e_01668_W-R231-F1_L01	1633.819	374642	1561594	29084	744	0	0	23	0	0	3.000	48.000	169.000	470.000	1135.000	2135.000	0.973	0.958	0.958	0.930	373734	316122	56986	606
RR066e_01669_W-R231-G1_N01	138.650	31958	1533500	26019	3765	0	14	17	0	0	0.000	0.000	7.000	25.000	73.000	187.000	0.871	0.725	0.725	0.406	31866	26604	5008	54
RR066e_01670_W-R231-H1_P01	2412.569	549866	2233712	29624	200	0	1	23	0	0	17.080	308.100	636.000	1229.000	2093.000	3293.000	0.991	0.989	0.989	0.985	548509	467834	79976	692
RR066e_01671_W-R231-A2_B03	3536.663	869447	1286202	29601	234	0	1	19	0	0	8.000	962.000	1416.200	2278.000	3300.000	4630.000	0.990	0.988	0.988	0.981	867181	662910	203174	1812
RR066e_01672_W-R231-B2_D03	2495.864	577980	1467988	29624	246	0	1	21	0	0	28.000	279.000	614.000	1138.000	2012.000	3230.000	0.991	0.990	0.990	0.982	576323	475008	100030	2316
RR066e_01673_W-R231-C2_F03	32.697	8020	2353778	12594	17163	0	25	7	0	0	0.000	0.000	0.000	1.000	6.000	32.000	0.422	0.264	0.264	0.098	7994	5868	1998	16
RR066e_01674_W-R231-D2_H03	6361.727	1434632	2899136	29813	53	0	1	20	0	0	55.000	1606.000	2244.000	3714.500	5870.000	8379.000	0.997	0.996	0.996	0.989	1431153	1250822	179330	1272
RR066e_01675_W-R231-E2_J03	655.220	154856	457612	29052	761	0	0	18	0	0	2.000	29.000	95.000	223.000	517.000	876.000	0.972	0.950	0.950	0.897	154506	124932	29230	188
RR066e_01676_W-R231-F2_L03	418.285	96182	1314820	24529	5263	0	6	15	0	0	0.000	1.000	4.000	18.000	126.000	528.000	0.821	0.698	0.698	0.543	95919	80742	14834	190
RR066e_01677_W-R231-G2_N03	2189.719	492497	4521730	29470	345	0	1	20	0	0	7.000	118.000	286.000	774.000	1673.000	3094.000	0.986	0.972	0.972	0.955	491498	429036	62036	506
RR066e_01678_W-R231-H2_P03	12.731	2962	555322	9833	19912	0	9	7	0	0	0.000	0.000	0.000	0.000	2.000	15.000	0.329	0.138	0.138	0.016	2955	2474	412	2
RR066e_01679_W-R231-A3_B05	10570.267	2614626	5115684	29644	258	0	1	24	0	0	13.000	2139.100	3740.200	6192.000	9464.000	14281.000	0.991	0.983	0.983	0.982	2606961	1969668	634444	6052
RR066e_01680_W-R231-B3_D05	222.561	51546	479902	28801	894	0	20	10	0	0	0.000	14.000	27.000	64.000	157.000	274.000	0.965	0.885	0.885	0.649	51425	42542	8610	104
RR066e_01681_W-R231-C3_F05	8980.213	2207768	3510800	29841	62	0	0	20	0	0	216.020	2444.100	3772.000	5883.000	8299.000	11143.000	0.998	0.997	0.997	0.997	2201578	1670628	527742	6676
RR066e_01682_W-R231-D3_H05	5686.708	1277684	2588718	29455	421	0	1	16	0	1	0.000	677.000	1570.000	2892.000	4919.000	7694.500	0.985	0.969	0.969	0.964	1274889	1123570	150426	1414
RR066e_01683_W-R231-E3_J05	2712.697	631445	991926	29648	236	0	2	19	0	0	19.020	460.000	899.000	1535.500	2401.000	3466.500	0.992	0.989	0.989	0.989	629724	522872	106008	1110
RR066e_01684_W-R231-F3_L05	256.533	58074	1378284	21868	6993	0	16	21	0	1	0.000	0.000	0.000	6.000	115.000	293.000	0.732	0.677	0.677	0.528	57981	50108	7630	14
RR066e_01685_W-R231-G3_N05	26.958	6027	860152	5543	22234	0	4	5	0	2	0.000	0.000	0.000	0.000	0.000	0.000	0.185	0.160	0.160	0.081	6012	5216	698	12
RR066e_01686_W-R231-H3_P05	146.470	32955	2207578	22218	7394	0	9	20	0	1	0.000	0.000	0.000	9.000	76.000	201.000	0.745	0.675	0.675	0.423	32896	28646	4028	22
RR066e_01687_W-R231-C4_F07	18933.157	4559919	6036828	29853	50	0	0	23	0	0	2317.040	7384.200	9323.800	12750.000	17351.000	23280.000	0.998	0.998	0.998	0.997	4548320	3536552	1005174	13054
RR066e_01688_W-R231-D4_H07	5592.149	1261219	2422466	29760	139	0	0	22	0	0	19.000	1353.100	2235.000	3534.500	5305.000	7290.000	0.995	0.988	0.988	0.985	1258560	1097510	160398	1004
RR066e_01689_W-R231-E4_J07	63.236	14490	1466178	11835	16861	0	2	7	0	0	0.000	0.000	0.000	0.000	0.000	65.000	0.396	0.335	0.335	0.195	14458	12022	2270	12
RR066e_01690_W-R231-F4_L07	6006.491	1351172	2350438	29623	246	0	0	22	0	0	33.060	1066.200	2016.200	3549.000	5604.000	8057.500	0.991	0.990	0.990	0.989	1348268	1179750	167692	1028
RR066e_01691_W-R231-G4_N07	32.422	7410	970914	4417	23691	0	1	8	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.148	0.143	0.143	0.101	7392	6292	994	2
RR066e_01692_W-R231-H4_P07	6987.244	1580742	2030092	29813	5	0	0	22	0	0	55.020	1123.000	1589.000	2555.500	4648.000	10545.500	0.997	0.994	0.994	0.990	1576840	1371386	204616	1100
RR066e_01693_W-R231-A5_B09	5.909	1474	759532	2223	14835	0	0	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.054	0.054	0.018	1471	1100	308	0
RR066e_01694_W-R231-B5_D09	7705.712	1780595	2690534	29819	35	0	1	22	0	0	293.020	1907.000	2709.200	4014.500	6528.000	10689.000	0.997	0.997	0.997	0.997	1775615	1475284	297084	6108
RR066e_01695_W-R231-C5_F09	1.844	413	202190	1054	23980	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.013	0.013	0.007	411	372	8	0
RR066e_01696_W-R231-D5_H09	7995.228	1792621	2133014	29847	56	0	0	22	0	0	1254.000	2931.100	3797.000	5283.000	7527.000	10233.500	0.998	0.997	0.997	0.996	1789076	1579916	208282	1104
RR066e_01697_W-R231-E5_J09	10875.575	2469303	2922938	29837	66	0	0	22	0	0	1555.040	3909.200	5150.000	7369.000	10209.000	13886.000	0.998	0.997	0.997	0.996	2463932	2121678	341058	1718
RR066e_01698_W-R231-F5_L09	3535.849	804488	1670614	29727	87	0	1	23	0	0	23.000	281.100	770.200	1698.500	3023.000	4941.000	0.994	0.990	0.990	0.982	802501	687762	114170	582
RR066e_01699_W-R231-G5_N09	60.637	14077	441596	20526	9233	0	3	14	0	0	0.000	0.000	0.000	5.000	28.000	73.000	0.687	0.491	0.491	0.176	14043	11564	2322	8
RR066e_01700_W-R231-H5_P09	747.881	173717	504308	29575	236	0	3	22	0	0	9.000	97.000	199.000	361.000	588.000	960.000	0.989	0.982	0.982	0.949	173361	143848	29226	86
RR066e_01701_W-R231-A6_B11	20498.401	4888485	6357922	29856	47	0	0	22	0	0	2355.180	7626.100	10007.000	13875.000	19060.000	26423.500	0.998	0.997	0.997	0.997	4876885	3889838	983634	7658
RR066e_01702_W-R231-B6_D11	9608.710	2219984	3585006	29823	80	0	0	22	0	0	786.000	3133.000	4254.000	5923.000	8635.000	12475.500	0.997	0.997	0.997	0.997	2214103	1830896	379272	7220
RR066e_01703_W-R231-C6_F11	10764.073	2615719	3983102	29856	46	0	1	20	0	0	56.120	1883.000	3066.200	4881.500	8228.000	15708.000	0.998	0.992	0.992	0.989	2608635	2008664	596888	6776
