sample_name	depth_avg	mapped_reads	total_reads	n_actg	n_missing	n_gap	n_ambiguous	ref_snps	ref_mnps	ref_indels	depth_q.01	depth_q.05	depth_q.1	depth_q.25	depth_q.5	depth_q.75	depth_frac_above_10x	depth_frac_above_25x	depth_frac_above_50x	depth_frac_above_100x	mapped_paired	paired_inward	paired_outward	paired_other_orientation
RR065e_04737_W-R260-G4_M08_S125	1372.708	300174	607474	29517	294	0	4	22	0	0	5.000	209.000	355.000	604.000	1096.000	1822.000	0.987	0.980	0.980	0.971	299383	276308	22786	162
RR065e_04738_W-R260-H4_O08_S127	2.427	522	1670126	2264	26320	0	1	2	0	0	0.000	0.000	0.000	0.000	0.000	3.000	0.076	0.002	0.002	0.000	519	478	32	0
RR065e_04739_W-R260-B5_C10_S147	14786.167	3353583	5499980	29664	196	0	3	25	0	1	37.000	842.000	3559.200	7151.000	12316.000	20856.500	0.992	0.991	0.991	0.978	3342494	2842984	497306	3360
RR065e_04740_W-R260-C5_E10_S149	13376.168	3089382	9090564	29626	232	0	4	24	0	2	14.000	272.100	1040.000	4588.000	10856.000	19785.000	0.991	0.984	0.984	0.967	3078338	2548718	527544	3280
RR065e_04741_W-R260-D5_G10_S151	40.519	8801	4335372	12071	16959	0	4	7	0	2	0.000	0.000	0.000	0.000	2.000	38.000	0.404	0.285	0.285	0.119	8761	8002	672	2
RR065e_04742_W-R260-E5_I10_S153	611.237	132330	1414514	29047	777	0	3	34	0	4	1.000	24.000	40.200	170.000	422.000	920.000	0.972	0.937	0.937	0.825	131824	124182	7368	110
RR065e_04743_W-R260-F5_K10_S155	1428.534	309649	577674	29513	302	0	1	23	0	0	0.000	315.000	552.000	891.000	1368.000	1901.000	0.987	0.980	0.980	0.979	308912	289336	19198	282
RR065e_04744_W-R260-G5_M10_S157	1331.751	289544	650350	29534	320	0	0	27	0	0	1.000	289.000	541.000	848.500	1275.000	1697.500	0.988	0.986	0.986	0.979	288794	268562	20016	196
RR065e_04745_W-R260-H5_O10_S159	7.655	1674	924482	3654	24120	0	2	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.075	0.075	0.029	1670	1540	104	0
RR065e_04746_W-R260-B6_C12_S179	39773.064	9119618	11239776	29860	43	0	0	27	0	0	612.020	13648.700	19329.800	28133.500	37677.000	49577.500	0.999	0.998	0.998	0.997	9087791	7539560	1541576	11920
RR065e_04747_W-R260-C6_E12_S181	6612.286	1537514	2751614	18690	11174	0	17	17	0	2	0.000	0.000	0.000	0.000	2936.000	11459.000	0.626	0.617	0.617	0.604	1532882	1261966	270302	1556
RR065e_04748_W-R260-D6_G12_S183	6083.045	1327579	2445276	29801	41	0	0	37	0	4	68.000	1000.100	1624.000	3194.000	5113.000	8196.500	0.997	0.996	0.996	0.988	1324099	1213042	110518	1100
RR065e_04749_W-R260-E6_I12_S185	1415.966	306794	499278	18863	10872	0	3	22	0	5	0.000	0.000	0.000	3.000	921.000	2589.000	0.631	0.581	0.581	0.555	306108	286680	19264	148
RR065e_04750_W-R260-G6_M12_S189	801.985	174059	389180	29022	822	0	1	27	0	0	0.000	36.000	184.000	441.000	716.000	1120.000	0.971	0.953	0.953	0.927	173582	161652	11778	156
RR065e_04751_W-R260-H6_O12_S191	898.102	195250	434548	29619	224	0	0	28	0	0	26.000	243.000	344.000	555.000	847.000	1151.000	0.991	0.990	0.990	0.985	194744	180512	14210	220
RR065e_04752_W-R260-A7_A14_S209	26976.199	5939332	7161118	29844	56	0	1	24	0	1	1416.100	8523.200	12624.400	18729.500	26219.000	34833.500	0.998	0.997	0.997	0.997	5921351	5294308	621902	6986
RR065e_04753_W-R260-B7_C14_S211	34374.527	7857756	11755444	29721	181	0	1	24	0	0	149.000	8144.000	13411.400	21058.000	31493.000	45758.000	0.994	0.993	0.993	0.990	7828244	6535018	1287046	11704
RR065e_04754_W-R260-C7_E14_S213	17.628	3948	815262	1409	27615	0	1	3	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.046	0.046	0.043	3938	3384	494	2
RR065e_04755_W-R260-D7_G14_S215	5739.483	1257787	1808304	29819	32	0	0	31	0	8	199.020	1443.100	2061.200	3340.500	5173.000	7715.000	0.998	0.997	0.997	0.996	1254533	1139486	115516	1256
RR065e_04756_W-R260-F7_K14_S219	107.854	23436	564244	24325	5446	0	17	23	0	1	0.000	0.000	0.000	14.000	58.000	146.500	0.814	0.616	0.616	0.352	23379	21728	1476	16
RR065e_04757_W-R260-G7_M14_S221	189.533	41755	542430	28073	1577	0	16	26	0	0	0.000	1.000	19.000	45.000	113.000	267.000	0.939	0.850	0.850	0.533	41642	37768	3650	4
RR065e_04758_W-R260-H7_O14_S223	1497.942	325286	876142	29627	224	0	0	22	0	0	12.000	401.000	602.000	944.000	1372.000	1961.000	0.991	0.989	0.989	0.989	324596	303176	21166	72
RR065e_04759_W-R260-B8_C16_S243	2465.293	572052	11386018	28411	1434	0	21	20	0	0	0.000	10.000	33.000	150.000	1021.000	3148.000	0.952	0.910	0.910	0.811	569858	464614	105218	480
RR065e_04760_W-R260-C8_E16_S245	908.779	211944	6508256	23792	6019	0	8	18	0	0	0.000	0.000	0.000	40.000	276.000	802.000	0.796	0.766	0.766	0.662	211321	172880	38102	100
RR065e_04761_W-R260-D8_G16_S247	1314.370	285167	4321818	29297	512	0	6	26	0	0	0.000	92.000	163.000	471.000	965.000	1802.000	0.980	0.977	0.977	0.945	284157	264652	19214	98
RR065e_04762_W-R260-E8_I16_S249	24.819	5392	2040634	7716	21993	0	1	7	0	0	0.000	0.000	0.000	0.000	0.000	11.000	0.258	0.181	0.181	0.092	5378	5058	260	0
RR065e_04763_W-R260-F8_K16_S251	164.997	35933	2076168	21740	8041	0	16	16	0	0	0.000	0.000	0.000	7.000	68.000	241.000	0.728	0.610	0.610	0.434	35813	33334	2258	6
RR065e_04764_W-R260-H8_O16_S255	1429.417	309846	842652	29804	45	0	1	22	0	0	90.000	524.000	676.000	966.000	1343.000	1781.000	0.997	0.996	0.996	0.988	308911	289362	19192	122
RR065e_04765_W-R260-A9_A18_S273	42533.245	9618875	15758854	29825	61	0	0	35	0	4	8327.280	16262.300	20649.000	28760.000	39429.000	53607.500	0.998	0.998	0.998	0.997	9582647	8120716	1452228	12844
RR065e_04766_W-R260-B9_C18_S275	5720.152	1324592	14197880	28715	1129	0	6	34	0	4	0.000	13.000	28.000	151.500	1700.000	7730.500	0.961	0.894	0.894	0.797	1318637	1081420	235810	1624
RR065e_04767_W-R260-C9_E18_S277	47032.026	10537196	11073382	29815	55	0	0	30	0	0	963.020	10307.200	16509.000	26980.500	41682.000	62493.500	0.997	0.997	0.997	0.997	10507934	9162494	1337956	11656
RR065e_04768_W-R260-E9_I18_S281	69.862	15169	2895676	19652	10113	0	17	22	0	0	0.000	0.000	0.000	4.000	27.000	81.000	0.658	0.478	0.478	0.212	15099	14204	764	2
RR065e_04769_W-R260-F9_K18_S283	0.488	110	2478194	330	28734	0	1	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.008	0.008	0.000	110	94	10	0
RR065e_04770_W-R260-G9_M18_S285	335.724	72759	1235884	28873	901	0	0	30	0	4	0.000	17.000	45.000	124.000	272.000	477.000	0.966	0.929	0.929	0.791	72409	67640	4508	64
RR065e_04771_W-R260-H9_O18_S287	5.611	1237	213746	3888	24067	0	4	8	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.130	0.085	0.085	0.001	1234	1110	108	0
RR065e_04772_W-R260-A10_A20_S305	50371.618	11272729	15717504	29856	46	0	1	27	0	0	101.000	15226.500	24688.000	35837.500	48898.000	63283.000	0.998	0.995	0.995	0.990	11231048	9741236	1481028	14894
RR065e_04773_W-R260-B10_C20_S307	50039.138	11284794	14564342	29842	44	0	0	43	0	7	4373.400	14154.000	18013.200	27593.000	42181.000	72038.000	0.999	0.998	0.998	0.998	11250000	9670222	1576888	11176
RR065e_04774_W-R260-D10_G20_S311	1401.550	305166	1958732	29111	739	0	8	27	0	0	0.000	42.000	97.000	283.000	774.000	2037.000	0.974	0.963	0.963	0.898	304317	281544	22294	404
RR065e_04775_W-R260-E10_I20_S313	305.684	66212	1418306	26203	3594	0	15	22	0	0	0.000	0.000	4.000	61.000	157.000	360.000	0.877	0.840	0.840	0.643	66023	61788	4012	2
RR065e_04776_W-R260-F10_K20_S315	890.628	192810	723954	29315	527	0	2	30	0	0	4.000	102.000	183.000	397.000	667.000	1271.000	0.980	0.971	0.971	0.951	192353	180370	11742	128
RR065e_04777_W-R260-H10_O20_S319	12.965	2851	620620	5818	23826	0	1	7	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.195	0.121	0.121	0.032	2846	2588	212	0
RR065e_04778_W-R260-A11_A22_S337	15777.624	3631434	13674754	29534	362	0	3	19	0	0	6.000	103.000	547.000	3441.000	11026.000	22605.000	0.988	0.974	0.974	0.950	3615548	2979922	631564	5384
RR065e_04779_W-R260-B11_C22_S339	10816.791	2527989	7406586	29839	50	0	3	22	0	0	79.000	631.000	1263.200	3009.000	6990.000	15168.000	0.998	0.998	0.998	0.989	2519617	2040232	477988	2480
RR065e_04780_W-R260-C11_E22_S341	13614.107	2997382	8873872	29792	65	0	3	22	0	0	24.000	556.200	1239.200	4222.500	10465.000	20861.000	0.996	0.988	0.988	0.984	2988445	2689580	297736	1868
RR065e_04781_W-R260-D11_G22_S343	3.806	824	2938350	2167	27542	0	1	4	0	0	0.000	0.000	0.000	1.000	3.000	6.000	0.073	0.000	0.000	0.000	822	750	58	0
RR065e_04782_W-R260-E11_I22_S345	212.859	46377	1315750	26440	3369	0	3	22	0	1	0.000	2.000	6.000	38.000	131.000	326.000	0.884	0.784	0.784	0.572	46231	42886	3130	10
RR065e_04783_W-R260-G11_M22_S349	315.641	68329	1297686	29150	621	0	2	37	0	4	0.000	26.000	55.000	127.000	256.000	459.000	0.975	0.946	0.946	0.802	68070	63990	3846	12
RR065e_04784_W-R260-H11_O22_S351	134.871	29204	1714712	28275	1476	0	14	26	0	2	0.000	9.000	17.000	42.000	101.000	183.000	0.946	0.818	0.818	0.504	29125	27474	1482	0
RR065e_04785_W-R260-A12_A24_S369	525.137	151603	301622	29096	707	0	3	27	0	2	0.000	35.000	89.000	238.000	468.000	752.000	0.973	0.956	0.956	0.892	150953	84164	66614	32
RR065e_04786_W-R260-B12_C24_S371	124.953	27460	5693720	13062	16679	0	8	11	0	0	0.000	0.000	0.000	0.000	6.000	44.000	0.437	0.292	0.292	0.171	27267	24370	2678	36
RR065e_04787_W-R260-C12_E24_S373	1793.396	397031	1726286	28926	892	0	15	32	0	0	0.000	51.000	159.000	532.500	1239.000	2304.000	0.968	0.959	0.959	0.934	395921	354024	41490	266
RR065e_04788_W-R260-E12_I24_S377	1113.625	241660	564004	29518	332	0	1	24	0	0	1.000	308.000	452.000	687.000	1005.000	1465.000	0.987	0.980	0.980	0.980	241100	225316	15502	130
RR065e_04789_W-R260-F12_K24_S379	17.996	3928	866798	7070	22708	0	8	3	0	1	0.000	0.000	1.000	2.000	5.000	9.000	0.237	0.038	0.038	0.032	3917	3594	284	0
RR065e_04790_W-R260-G12_M24_S381	1606.047	347683	1082112	29780	59	0	2	22	0	0	31.000	291.000	394.000	765.000	1352.000	2187.000	0.996	0.990	0.990	0.978	346760	326052	20196	356
RR066e_02382_W-R259-B1_D01_S4	2929.475	689033	2098008	29800	27	0	5	16	0	0	50.000	352.000	496.000	1008.000	2158.000	4001.000	0.997	0.992	0.992	0.989	687081	553254	133286	408
RR066e_02383_W-R259-C1_F01_S6	428.671	98149	1773716	29620	178	0	18	7	0	0	11.000	24.000	33.000	65.000	155.000	417.000	0.991	0.917	0.917	0.609	97855	82382	15270	28
RR066e_02384_W-R259-E1_J01_S10	704.779	153084	591946	29301	513	0	1	10	0	0	2.000	35.000	72.000	205.000	479.000	1051.000	0.980	0.956	0.956	0.867	152686	141842	10526	140
RR066e_02385_W-R259-F1_L01_S12	31.451	6867	741876	15143	14594	0	37	17	0	12	0.000	0.000	0.000	1.000	10.000	37.000	0.508	0.310	0.310	0.076	6853	6288	482	0
RR066e_02386_W-R259-G1_N01_S14	572.299	124427	280890	29684	121	0	1	11	0	0	22.000	152.000	227.200	359.000	513.000	758.000	0.993	0.989	0.989	0.975	124056	116944	6792	136
RR066e_02387_W-R259-H1_P01_S16	0.000	0	4	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0
RR066e_02388_W-R259-B2_D03_S36	27623.848	6413011	8108464	29859	42	0	2	11	0	1	4320.080	9260.200	12547.200	17693.000	24830.000	36771.000	0.999	0.998	0.998	0.997	6393408	5251162	1138506	7598
RR066e_02389_W-R259-C2_F03_S38	14296.954	3146079	6695326	29838	27	0	1	11	0	0	96.040	2356.200	4418.200	7538.500	12921.000	19290.500	0.998	0.997	0.997	0.990	3136807	2819722	315244	3172
RR066e_02390_W-R259-D2_H03_S40	1.983	439	1477772	1503	28211	0	0	0	0	0	0.000	0.000	0.000	0.000	1.000	2.000	0.050	0.000	0.000	0.000	438	376	58	0
RR066e_02391_W-R259-E2_J03_S42	1061.709	230247	430892	29786	68	0	1	11	0	0	35.000	328.000	456.000	704.000	989.000	1359.000	0.996	0.992	0.992	0.989	229637	214066	15262	160
RR066e_02392_W-R259-G2_N03_S46	859.671	186307	315618	29679	123	0	0	13	0	0	14.000	236.000	366.000	547.000	802.000	1122.000	0.993	0.989	0.989	0.988	185839	173162	12378	192
RR066e_02393_W-R259-H2_P03_S48	808.011	175443	363770	29582	255	0	1	11	0	0	7.000	224.000	331.000	509.000	752.000	1064.000	0.989	0.989	0.989	0.985	174926	162448	12188	184
RR066e_02394_W-R259-B3_D05_S68	0.903	192	2025816	1	28265	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	191	178	12	0
RR066e_02395_W-R259-C3_F05_S70	111.335	25261	1401348	13880	15809	0	17	6	0	2	0.000	0.000	0.000	2.000	8.000	111.000	0.465	0.339	0.339	0.262	25165	21338	3622	6
RR066e_02396_W-R259-D3_H05_S72	3108.018	676842	1329288	29550	280	0	0	20	0	0	0.000	285.100	560.000	1287.500	2415.000	4452.000	0.988	0.983	0.983	0.970	675143	623436	51254	650
RR066e_02397_W-R259-E3_J05_S74	1465.138	317935	490218	29587	282	0	0	17	0	0	7.000	299.000	480.000	814.000	1292.000	1951.000	0.989	0.983	0.983	0.979	317208	295976	20898	358
RR066e_02398_W-R259-G3_N05_S78	92.727	20120	492152	19859	9337	0	7	11	0	0	0.000	0.000	0.000	2.000	41.000	112.000	0.664	0.567	0.567	0.273	20074	18742	1152	0
RR066e_02399_W-R259-H3_P05_S80	835.989	181591	410550	29790	19	0	0	12	0	0	18.000	187.000	286.000	466.000	757.000	1116.000	0.996	0.989	0.989	0.977	181111	168652	12220	118
RR066e_02400_W-R259-A4_B07_S98	10429.056	2312943	4450710	29815	58	0	0	12	0	0	141.000	1729.100	3039.200	5368.500	9215.000	13895.000	0.997	0.997	0.997	0.996	2306070	2033230	270734	2682
RR066e_02401_W-R259-B4_D07_S100	7387.481	1745839	5797156	29814	11	0	1	12	0	0	107.000	1131.000	1919.200	3585.500	6468.000	9838.000	0.997	0.997	0.997	0.991	1740354	1390288	349196	1404
RR066e_02402_W-R259-D4_H07_S104	1198.882	259954	1468660	29390	410	0	5	14	0	0	3.000	64.000	149.000	428.000	873.000	1720.000	0.984	0.977	0.977	0.926	259334	241278	17814	110
RR066e_02403_W-R259-E4_J07_S106	1422.383	307936	437564	29785	101	0	1	25	0	0	25.000	303.000	503.000	824.000	1247.000	1920.000	0.996	0.989	0.989	0.975	307223	287834	19218	242
RR066e_02404_W-R259-F4_L07_S108	1405.090	304749	458642	29590	242	0	1	20	0	1	9.000	351.000	577.200	923.000	1328.000	1809.000	0.990	0.986	0.986	0.975	303979	283544	20184	302
RR066e_02405_W-R259-H4_P07_S112	1105.951	240548	426416	29578	237	0	1	19	0	1	6.000	209.000	338.000	565.000	1007.000	1478.000	0.989	0.989	0.989	0.978	239939	222682	16908	206
RR066e_02406_W-R259-A5_B09_S130	733.355	160073	1989228	28525	1237	0	10	27	0	5	0.000	20.000	69.000	202.000	464.000	1069.000	0.954	0.947	0.947	0.869	159644	147428	11936	56
RR066e_02407_W-R259-B5_D09_S132	7335.869	1723658	3452986	29849	49	0	1	16	0	0	122.040	1590.200	2482.000	4272.000	6609.000	9827.500	0.998	0.994	0.994	0.990	1718880	1388394	330038	2070
RR066e_02408_W-R259-C5_F09_S134	15882.379	3543706	4386184	29837	66	0	0	12	0	0	314.000	3718.000	5679.000	9340.000	14445.000	21390.000	0.998	0.997	0.997	0.996	3534397	3106752	426158	3750
RR066e_02409_W-R259-E5_J09_S138	1272.166	275551	360368	29603	236	0	1	12	0	0	10.000	365.100	513.000	768.000	1151.000	1665.000	0.990	0.989	0.989	0.989	274830	257340	17142	440
RR066e_02410_W-R259-F5_L09_S140	4.751	1038	478304	3125	24041	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.105	0.056	0.056	0.008	1035	944	74	0
RR066e_02411_W-R259-H5_P09_S144	1350.754	293955	397792	29787	71	0	0	11	0	0	39.000	471.100	621.000	882.000	1295.000	1700.000	0.996	0.992	0.992	0.989	293168	272408	20412	348
RR066e_02412_W-R259-A6_B11_S162	64388.689	14298747	16076052	29894	11	0	0	26	0	2	3418.000	21918.000	28598.000	41467.500	58091.000	86191.500	1.000	0.998	0.998	0.997	14251407	12498520	1740798	18418
RR066e_02413_W-R259-B6_D11_S164	5442.496	1288741	7346522	29811	4	0	2	22	0	0	38.000	213.000	372.000	1138.000	3238.000	7790.000	0.997	0.995	0.995	0.970	1284445	1022352	261456	1192
RR066e_02414_W-R259-D6_H11_S168	2941.108	641361	1340968	29802	49	0	1	24	0	0	55.000	519.000	763.000	1394.000	2408.000	3882.000	0.997	0.996	0.996	0.989	639674	592220	46966	582
RR066e_02415_W-R259-E6_J11_S170	1899.301	412106	633092	29801	26	0	1	17	0	0	45.000	567.100	789.000	1202.500	1756.000	2488.000	0.997	0.996	0.996	0.989	411197	385112	25788	242
RR066e_02416_W-R259-F6_L11_S172	308.995	67200	381398	28953	842	0	3	16	0	0	0.000	20.000	39.000	99.000	215.000	416.000	0.968	0.928	0.928	0.748	67020	64184	2594	32
RR066e_02417_W-R259-H6_P11_S176	815.742	177385	364360	29550	278	0	1	16	0	0	4.000	56.000	204.000	414.000	781.000	1136.000	0.988	0.976	0.976	0.935	176906	164374	12252	142
RR066e_02418_W-R259-A7_B13_S194	29588.481	6624414	11884018	29820	46	0	1	16	0	0	400.000	1886.100	3391.000	8599.000	21485.000	46325.000	0.997	0.997	0.997	0.997	6602407	5711590	885154	8888
RR066e_02419_W-R259-B7_D13_S196	20158.167	4749836	9375162	29854	45	0	0	16	0	0	261.000	2772.000	4832.000	9272.000	16007.000	28380.500	0.998	0.998	0.998	0.997	4734745	3802520	930666	5794
RR066e_02420_W-R259-C7_F13_S198	2019.882	450819	7243768	28822	986	0	5	15	0	0	2.000	35.000	79.000	330.000	1005.000	2726.000	0.964	0.953	0.953	0.872	449395	395042	54062	212
RR066e_02421_W-R259-E7_J13_S202	2204.580	478893	628696	29846	8	0	0	17	0	0	176.000	797.100	1047.000	1515.500	2070.000	2785.000	0.998	0.996	0.996	0.996	477857	447100	30504	316
RR066e_02422_W-R259-F7_L13_S204	995.409	216083	902930	29668	147	0	2	16	0	0	10.000	79.000	145.000	298.000	649.000	1489.000	0.992	0.974	0.974	0.932	215631	201738	13622	94
RR066e_02423_W-R259-H7_P13_S208	127.921	28234	372456	26657	3095	0	35	21	0	0	0.000	1.000	8.000	30.000	88.000	189.000	0.893	0.751	0.751	0.463	28169	25538	2456	2
RR066e_02424_W-R259-A8_B15_S226	34255.746	7711108	10668032	29860	42	0	1	13	0	0	1519.000	12376.000	16567.000	23581.000	32013.000	42206.000	0.999	0.998	0.998	0.997	7683919	6581408	1095960	10604
RR066e_02425_W-R259-B8_D15_S228	41484.437	9440843	11581714	29853	50	0	0	17	0	0	1718.000	10366.100	15052.200	23776.000	35922.000	58093.500	0.998	0.998	0.998	0.997	9412974	7993906	1415898	8410
RR066e_02426_W-R259-D8_H15_S232	2135.347	463704	919414	29798	49	0	1	15	0	1	78.000	515.000	734.000	1207.000	1910.000	2793.000	0.997	0.996	0.996	0.989	462549	429198	32866	552
RR066e_02427_W-R259-E8_J15_S234	128.216	28095	164238	28267	1494	0	24	20	0	1	0.000	9.000	16.000	38.000	89.000	168.000	0.947	0.801	0.801	0.468	28039	25772	2084	4
RR066e_02428_W-R259-F8_L15_S236	2570.750	558717	716534	29796	31	0	1	15	0	0	120.000	740.000	1021.000	1563.000	2306.000	3334.000	0.996	0.996	0.996	0.991	557625	520538	36758	158
RR066e_02429_W-R259-H8_P15_S240	3.376	730	83788	2713	26743	0	5	4	0	0	0.000	0.000	0.000	0.000	1.000	3.000	0.091	0.019	0.019	0.000	728	678	38	2
RR066e_02430_W-R259-A9_B17_S258	22236.078	5074717	6406742	29854	47	0	1	17	0	0	1937.000	4689.000	6492.200	9615.000	17525.000	33500.000	0.998	0.998	0.998	0.997	5057236	4240258	813494	6614
RR066e_02431_W-R259-C9_F17_S262	13261.725	2938495	6377322	29818	47	0	0	20	0	0	163.020	2792.100	4212.200	6839.000	11310.000	17526.500	0.997	0.997	0.997	0.995	2929304	2610378	316476	4040
RR066e_02432_W-R259-D9_H17_S264	3116.913	676258	1295322	29805	41	0	1	20	0	0	46.000	644.000	1015.000	1632.000	2708.000	4221.500	0.997	0.995	0.995	0.989	674546	628056	46042	552
RR066e_02433_W-R259-E9_J17_S266	1248.771	271027	453258	29797	58	0	0	19	0	0	31.000	318.000	436.000	691.000	1049.000	1695.000	0.996	0.991	0.991	0.988	270176	252670	17244	234
RR066e_02434_W-R259-G9_N17_S270	794.859	172627	477114	29779	13	0	5	16	0	0	19.000	100.000	182.000	318.000	621.000	1065.000	0.996	0.985	0.985	0.951	172258	161664	10398	40
RR066e_02435_W-R259-H9_P17_S272	2244.855	491714	662114	29800	59	0	0	20	0	0	128.000	775.000	1108.000	1527.500	2154.000	2833.500	0.997	0.996	0.996	0.992	490610	453306	36978	114
