sample_name	depth_avg	mapped_reads	total_reads	n_actg	n_missing	n_gap	n_ambiguous	ref_snps	ref_mnps	ref_indels	depth_q.01	depth_q.05	depth_q.1	depth_q.25	depth_q.5	depth_q.75	depth_frac_above_10x	depth_frac_above_25x	depth_frac_above_50x	depth_frac_above_100x	mapped_paired	paired_inward	paired_outward	paired_other_orientation
RR066e_02068_W-R218-A5_A09_S513	12521.010	3219549	7176170	29821	34	0	0	20	0	0	179.120	1980.200	3484.000	6955.000	11739.000	17268.500	0.997	0.997	0.997	0.994	3203289	2243642	959258	1510
RR066e_02069_W-R218-B5_C09_S515	20034.867	5039543	8309358	29858	45	0	0	13	0	0	1565.000	5063.200	7461.000	11906.000	18372.000	26363.500	0.998	0.998	0.998	0.998	5015699	3627728	1387460	2900
RR066e_02070_W-R218-C5_E09_S517	162.226	44095	4930372	20690	8850	0	10	15	0	1	0.000	0.000	0.000	3.000	50.000	172.000	0.693	0.586	0.586	0.372	43837	28238	15414	10
RR066e_02071_W-R218-D5_G09_S519	7983.464	2102546	6382232	29794	33	0	2	15	0	0	64.000	349.000	754.000	1840.000	5238.000	11731.000	0.996	0.993	0.993	0.984	2092106	1423222	668200	1124
RR066e_02072_W-R218-E5_I09_S521	17533.928	4424778	5798512	29846	14	0	1	25	0	0	302.020	4525.100	6684.000	9925.000	14743.000	23053.000	0.998	0.997	0.997	0.997	4405510	3164620	1240474	2002
RR066e_02073_W-R218-F5_K09_S523	216.558	56911	5360048	23569	6234	0	10	18	0	0	0.000	0.000	0.000	15.000	64.000	230.000	0.789	0.671	0.671	0.416	56633	38474	17950	24
RR066e_02074_W-R218-G5_M09_S525	12226.336	3110852	7381630	29812	47	0	1	18	0	0	27.000	230.000	1699.200	4560.500	10990.000	17798.500	0.997	0.990	0.990	0.971	3096390	2202170	893408	1728
RR066e_02075_W-R218-H5_O09_S527	347.673	93730	2878454	25324	4312	0	14	17	0	1	0.000	0.000	1.000	27.000	135.000	459.000	0.849	0.736	0.736	0.556	93199	61626	31366	10
RR066e_02076_W-R218-A6_A11_S545	4.782	1270	2552150	2591	23306	0	5	2	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.051	0.051	0.013	1259	834	398	0
RR066e_02077_W-R218-B6_C11_S547	15212.383	3786302	8730940	29834	11	0	1	17	0	0	209.000	1798.400	3142.200	7494.500	13606.000	20421.000	0.998	0.997	0.997	0.996	3768881	2761300	1007062	1616
RR066e_02078_W-R218-C6_E11_S549	16634.619	4332301	6713226	29856	5	0	1	19	0	0	2315.040	6071.000	7839.400	11064.000	15449.000	21343.000	0.998	0.998	0.998	0.997	4311184	2966408	1343996	1690
RR066e_02079_W-R218-D6_G11_S551	14150.885	3620223	7880962	29831	62	0	3	19	0	0	138.120	1923.100	3419.600	7777.000	13342.000	19426.500	0.998	0.997	0.997	0.990	3602566	2547956	1053568	2298
RR066e_02080_W-R218-E6_I11_S553	167.385	45574	1864206	15459	14180	0	5	9	0	3	0.000	0.000	0.000	0.000	12.000	154.000	0.517	0.432	0.432	0.314	45293	29132	15994	2
RR066e_02081_W-R218-F6_K11_S555	14409.790	3773185	6653242	29815	83	0	1	17	0	0	132.140	1961.000	3935.000	8080.000	13617.000	19714.500	0.997	0.997	0.997	0.990	3754811	2577964	1175868	2054
RR066e_02082_W-R218-G6_M11_S557	6267.119	1636989	6162696	29785	28	0	4	19	0	0	35.020	240.000	593.200	2128.000	5110.000	8622.500	0.996	0.991	0.991	0.973	1628474	1121214	506606	874
RR066e_02083_W-R218-H6_O11_S559	2934.329	761631	4502524	29332	466	0	1	17	0	0	3.000	75.000	270.000	834.000	1984.000	4158.000	0.981	0.966	0.966	0.941	757821	525270	232162	360
RR066e_02084_W-R218-A7_A13_S577	3872.539	997636	5152946	29318	498	0	2	17	0	0	3.000	37.000	130.000	791.000	2165.000	5419.000	0.981	0.958	0.958	0.921	992682	695518	296898	532
RR066e_02085_W-R218-B7_C13_S579	10237.989	2656625	6922074	29838	60	0	2	19	0	0	37.000	664.000	1302.000	4336.500	8494.000	14724.500	0.998	0.996	0.996	0.983	2643543	1829584	813474	1394
RR066e_02086_W-R218-C7_E13_S581	14122.537	3615007	7966316	29817	78	0	1	19	0	0	103.000	1282.300	2981.000	7511.000	13384.000	19498.000	0.997	0.996	0.996	0.990	3597676	2532296	1064448	1864
RR066e_02087_W-R218-D7_G13_S583	7122.159	1835707	7122036	26864	3015	0	7	15	0	0	0.000	2.000	9.000	72.000	2596.000	11674.500	0.899	0.841	0.841	0.730	1826696	1274910	550942	1314
RR066e_02088_W-R218-E7_I13_S585	10846.722	2821830	5826582	29797	19	0	1	19	0	0	65.000	1191.100	2922.000	5879.500	10063.000	14332.000	0.996	0.996	0.996	0.989	2808216	1941138	866096	1674
RR066e_02089_W-R218-F7_K13_S587	15809.379	4056790	6516234	29838	13	0	1	17	0	0	183.040	3078.500	5933.200	10123.500	15015.000	21097.000	0.998	0.997	0.997	0.996	4038179	2839098	1198358	1926
RR066e_02090_W-R218-G7_M13_S589	3229.700	858218	5153796	29124	670	0	4	16	0	0	2.000	35.000	139.000	519.000	1872.000	4450.000	0.974	0.953	0.953	0.915	853639	573414	279748	502
RR066e_02091_W-R218-H7_O13_S591	10598.716	2661256	6500868	29831	41	0	3	19	0	0	31.000	278.000	2265.600	5816.000	10094.000	14880.000	0.998	0.991	0.991	0.979	2648936	1924404	723512	1636
RR066e_02092_W-R218-A8_A15_S609	3573.510	903501	5754354	29687	175	0	3	17	0	0	11.000	38.000	103.200	528.000	1673.000	4978.000	0.993	0.955	0.955	0.903	899141	645076	253672	534
RR066e_02093_W-R218-B8_C15_S611	24698.303	6310629	8868742	29890	12	0	1	15	0	0	615.020	6519.200	10044.000	15282.500	23640.000	31805.500	1.000	0.998	0.998	0.997	6280548	4435208	1844966	2548
RR066e_02094_W-R218-C8_E15_S613	18604.405	4786834	6571158	29750	150	0	3	22	0	0	51.020	4517.000	6717.000	11382.000	17711.000	24325.500	0.995	0.992	0.992	0.989	4764074	3339256	1423672	2724
RR066e_02095_W-R218-D8_G15_S615	7401.941	2026607	3676802	29819	10	0	0	20	0	0	159.000	688.000	1258.200	2711.000	6080.000	9663.000	0.997	0.997	0.997	0.996	2015849	1302308	713072	998
RR066e_02096_W-R218-E8_I15_S617	14566.376	3769413	5694076	29846	57	0	0	17	0	0	270.060	2978.000	4564.200	8461.000	13575.000	19384.000	0.998	0.997	0.997	0.997	3752830	2605250	1146320	2366
RR066e_02097_W-R218-F8_K15_S619	141.214	38167	5749134	17388	12456	0	18	14	0	3	0.000	0.000	0.000	0.000	26.000	150.000	0.582	0.491	0.491	0.323	37977	25080	12712	14
RR066e_02098_W-R218-G8_M15_S621	17455.922	4533238	6045904	29846	56	0	0	17	0	0	414.020	6422.200	8660.200	12475.000	16907.000	22475.500	0.998	0.997	0.997	0.997	4512221	3124064	1387408	1924
RR066e_02099_W-R218-H8_O15_S623	1867.434	502010	3858978	29661	167	0	5	17	0	0	14.000	72.000	179.200	499.000	1242.000	2410.000	0.992	0.977	0.977	0.931	499315	330834	168156	250
RR066e_02100_W-R218-A9_A17_S641	13598.947	3496124	5601132	29816	82	0	1	18	0	0	165.000	1550.100	3451.000	7894.000	13269.000	18686.500	0.997	0.997	0.997	0.996	3479284	2442728	1036026	2070
RR066e_02101_W-R218-B9_C17_S643	24533.133	6252319	8033460	29857	45	0	1	18	0	0	3212.000	8927.100	11443.200	16339.000	23065.000	31439.500	0.998	0.998	0.998	0.997	6222849	4417206	1804936	2734
RR066e_02102_W-R218-C9_E17_S645	4163.516	1098645	3781014	29553	256	0	7	18	0	0	8.000	27.000	109.000	806.000	2122.000	5921.000	0.989	0.945	0.945	0.905	1092698	740838	351734	666
RR066e_02103_W-R218-D9_G17_S647	33.239	8841	2694256	9478	19406	0	3	7	0	2	0.000	0.000	0.000	0.000	0.000	19.000	0.317	0.203	0.203	0.076	8779	5864	2784	0
RR066e_02104_W-R218-E9_I17_S649	5692.961	1517349	3982024	29540	277	0	0	15	0	0	4.000	267.000	544.000	2061.500	4648.000	8168.500	0.988	0.987	0.987	0.975	1510080	1010360	499256	850
RR066e_02105_W-R218-F9_K17_S651	594.752	160510	3949428	28174	1627	0	12	19	0	0	0.000	8.000	18.000	72.000	265.000	781.000	0.943	0.848	0.848	0.703	159623	104492	54888	30
RR066e_02106_W-R218-G9_M17_S653	15731.046	4075891	5961412	29408	452	0	1	25	0	0	0.000	1577.100	3960.000	8749.500	15314.000	21871.500	0.984	0.979	0.979	0.973	4055411	2814632	1241610	1998
RR066e_02107_W-R218-H9_O17_S655	6773.668	1783230	6584158	29584	287	0	2	19	0	0	8.000	270.000	1115.000	2871.000	5523.000	9589.000	0.989	0.983	0.983	0.973	1773979	1205020	568230	1106
RR066e_02108_W-R218-A10_A19_S673	5069.680	1354030	4530060	29780	39	0	1	19	0	0	73.020	392.100	885.000	1886.000	3797.000	6824.500	0.996	0.993	0.993	0.990	1347079	899344	447530	580
RR066e_02109_W-R218-B10_C19_S675	7700.737	1945198	5891856	29627	199	0	1	23	0	0	10.000	109.000	419.000	1664.000	5301.000	10991.000	0.991	0.978	0.978	0.954	1935762	1390492	544452	1196
RR066e_02110_W-R218-C10_E19_S677	4.573	1272	3099280	1685	17786	0	1	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.043	0.043	0.014	1266	780	454	0
RR066e_02111_W-R218-D10_G19_S679	19287.561	4849538	8271240	29847	25	0	2	26	0	0	900.000	4289.000	6583.000	11163.500	17448.000	26029.500	0.998	0.997	0.997	0.997	4826635	3486380	1339352	2680
RR066e_02112_W-R218-E10_I19_S681	5670.087	1396983	2474432	29811	5	0	3	27	0	0	71.000	861.000	1554.000	2960.000	5231.000	7544.000	0.997	0.997	0.997	0.990	1390730	1036994	353192	756
RR066e_02113_W-R218-F10_K19_S683	12491.527	3097299	4075078	29818	81	0	0	29	0	0	459.020	3990.200	5484.000	8228.500	12151.000	15921.500	0.997	0.997	0.997	0.997	3082827	2281694	800856	908
RR066e_02114_W-R218-G10_M19_S685	14093.682	3707241	6595470	29842	18	0	5	26	0	0	297.040	2526.100	4598.200	8700.000	13392.000	18668.500	0.998	0.997	0.997	0.997	3688354	2511404	1175928	1866
RR066e_02115_W-R218-H10_O19_S687	668.033	174301	7098362	27004	2774	0	31	19	0	0	0.000	1.000	10.000	36.000	169.000	542.000	0.904	0.780	0.780	0.587	173411	118474	54700	84
RR066e_02116_W-R218-A11_A21_S705	11692.331	2950835	7778484	29818	41	0	0	17	0	0	65.000	1058.200	1992.000	5363.000	10591.000	16480.000	0.997	0.997	0.997	0.987	2937763	2114600	822750	1492
RR066e_02117_W-R218-B11_C21_S707	405.681	108779	2421382	25846	3955	0	20	16	0	2	0.000	0.000	1.000	48.000	226.000	489.000	0.865	0.800	0.800	0.673	108211	72112	35956	54
RR066e_02118_W-R218-C11_E21_S709	21472.992	5352066	7051996	29818	83	0	2	21	0	0	632.060	6947.000	9386.200	14056.000	20587.000	27528.500	0.997	0.997	0.997	0.997	5327610	3901616	1424484	3806
RR066e_02119_W-R218-D11_G21_S711	5683.977	1476675	5891780	29102	744	0	4	19	0	0	1.000	30.000	80.000	729.500	2904.000	8501.500	0.973	0.951	0.951	0.885	1469159	1018062	450654	1054
RR066e_02120_W-R218-E11_I21_S713	8075.177	2131242	4481314	29815	51	0	0	13	0	0	130.040	655.000	1360.200	3648.500	6890.000	11139.500	0.997	0.997	0.997	0.994	2120371	1438610	680910	1630
RR066e_02121_W-R218-F11_K21_S715	19455.868	4929453	6360374	29839	58	0	2	20	0	0	630.000	6752.200	8916.000	12849.000	18147.000	24656.500	0.998	0.997	0.997	0.997	4906497	3521026	1383736	3452
RR066e_02122_W-R218-G11_M21_S717	3772.862	1021737	2303056	29730	87	0	1	21	0	0	23.000	211.000	506.200	1557.500	3195.000	5367.000	0.994	0.989	0.989	0.972	1016364	664826	351224	316
RR066e_02123_W-R218-H11_O21_S719	7806.344	2127947	3922646	29814	10	0	2	22	0	0	149.040	951.200	1741.000	3792.500	6898.000	10968.000	0.997	0.997	0.997	0.990	2117105	1379756	737000	766
RR066e_02124_W-R218-A12_A23_S737	2822.037	739363	4725516	28885	972	0	6	17	0	0	1.000	15.000	43.000	186.000	1030.000	3697.500	0.966	0.928	0.928	0.829	735748	503776	231926	316
RR066e_02125_W-R218-B12_C23_S739	14108.240	3546934	7261862	29819	46	0	0	11	0	0	168.140	1771.100	3150.200	6772.500	11499.000	19709.500	0.997	0.997	0.997	0.991	3530427	2555562	974510	1790
RR066e_02126_W-R218-C12_E23_S741	13766.308	3477081	7450032	29819	76	0	0	11	0	0	93.000	1082.100	2148.000	5701.500	10938.000	19936.000	0.997	0.997	0.997	0.989	3460600	2487444	972108	2296
RR066e_02127_W-R218-D12_G23_S743	1576.843	414724	5944232	28060	1739	0	5	17	0	0	0.000	6.000	23.000	80.000	459.000	1686.500	0.939	0.881	0.881	0.723	412592	282016	130190	374
RR066e_02128_W-R218-E12_I23_S745	8345.342	2174507	5158160	28828	1024	0	4	21	0	0	0.000	18.000	79.000	1199.000	4679.000	12883.000	0.964	0.945	0.945	0.893	2163850	1488358	675472	1488
RR066e_02129_W-R218-F12_K23_S747	10498.508	2695969	4824166	29813	83	0	3	16	0	0	167.020	2397.200	3784.200	6597.500	10233.000	14085.000	0.997	0.997	0.997	0.993	2683182	1889834	792712	1254
RR066e_02130_W-R218-G12_M23_S749	13084.883	3334343	6619558	29856	45	0	1	17	0	0	101.000	1329.100	2531.400	6546.500	11758.000	17915.000	0.998	0.998	0.998	0.990	3318061	2355990	961728	1644
RR066e_02131_W-R218-H12_O23_S751	5857.409	1355603	2178276	29816	28	0	2	17	0	0	39.000	331.000	920.000	2536.500	5250.000	8587.000	0.997	0.996	0.996	0.981	1350780	1102322	246932	2462
RR073e_00131_W-R221-F7_L14_S604	39.080	11201	22338	6436	22890	0	6	12	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.215	0.165	0.165	0.107	11141	6886	4136	6
RR073e_00132_W-R221-G7_N14_S606	247.188	68233	696170	24313	5497	0	14	20	0	2	0.000	0.000	0.000	23.000	124.000	340.000	0.814	0.722	0.722	0.537	67869	43054	24634	20
RR073e_00133_W-R221-A8_B16_S626	19018.423	5070891	5792008	29847	56	0	0	9	0	0	3245.120	6329.300	8692.000	12722.000	17530.000	24937.500	0.998	0.997	0.997	0.997	5045727	3358888	1686112	2340
RR073e_00134_W-R221-B8_D16_S628	12085.251	3197850	3880928	29754	86	0	1	19	0	0	20.000	2686.100	3729.200	7025.000	11412.000	16351.000	0.995	0.989	0.989	0.989	3181147	2146158	1033820	2138
RR073e_00135_W-R221-C8_F16_S630	21452.143	5689244	7094004	29818	64	0	0	20	0	0	713.000	5176.000	8688.000	13743.500	20349.000	27739.000	0.997	0.997	0.997	0.997	5659953	3814840	1843498	3338
RR074e_02177_W-R221-F5_L10_S540	18241.778	4785905	5502572	29843	54	0	3	25	0	0	513.020	6783.200	9710.200	13823.500	18587.000	22888.000	0.998	0.997	0.997	0.997	4761455	3253950	1506666	2114
RR074e_02178_W-R221-G5_N10_S542	16551.480	4378873	5103050	29849	52	0	1	31	0	0	484.080	6087.100	7920.400	11885.000	16226.000	20654.500	0.998	0.997	0.997	0.997	4356757	2937824	1418056	2090
RR074e_02179_W-R221-H5_P10_S544	25611.838	6297443	6919516	29851	12	0	1	35	0	0	2143.040	7906.200	10463.000	15056.500	22437.000	34645.500	0.998	0.998	0.998	0.997	6269696	4679856	1588430	3786
RR074e_02180_W-R221-A6_B12_S562	20011.181	5127018	5812050	29810	80	0	1	27	0	0	1840.000	6853.400	9427.200	13548.000	18535.000	25941.000	0.997	0.997	0.997	0.997	5102266	3598564	1502884	1984
RR074e_02181_W-R221-B6_D12_S564	17370.657	4537343	5290420	29833	54	0	1	39	0	0	3119.020	6185.000	8611.400	12579.000	17062.000	21933.500	0.998	0.998	0.998	0.997	4514996	3093966	1420346	2190
RR074e_02182_W-R221-D6_H12_S568	16335.976	4297959	4938388	29817	60	0	1	27	0	0	952.060	5184.000	6837.000	9613.500	13730.000	22791.500	0.997	0.997	0.997	0.997	4275527	2915856	1358890	1454
RR074e_02183_W-R221-E6_J12_S570	24725.169	6440204	7345580	29836	15	0	3	25	0	0	158.000	9083.100	12360.400	18370.000	25122.000	31304.000	0.998	0.998	0.998	0.996	6408693	4422478	1984890	3352
RR074e_02184_W-R221-F6_L12_S572	22594.829	5913961	6864694	29834	16	0	1	39	0	0	2756.080	8258.000	10941.200	15807.500	21755.000	28541.500	0.998	0.998	0.998	0.997	5884414	4027774	1855910	2958
RR074e_02185_W-R221-H6_P12_S576	13870.466	3799280	4660090	29842	20	0	0	30	0	0	64.000	3494.400	5379.400	9460.000	13749.000	18039.500	0.998	0.996	0.996	0.989	3779069	2443240	1334768	2378
RR074e_02186_W-R221-A7_B14_S594	23702.540	6060468	6812102	29850	48	0	5	30	0	0	1445.020	9914.500	12910.000	17505.000	23366.000	28760.500	0.998	0.998	0.998	0.997	6033308	4256666	1776076	2712
RR074e_02187_W-R221-B7_D14_S596	21832.217	5691427	6499798	29839	60	0	2	29	0	0	1361.100	8547.000	11526.200	15949.500	21220.000	27283.000	0.998	0.997	0.997	0.997	5663429	3901904	1760388	2714
RR074e_02188_W-R221-C7_F14_S598	28822.043	7402183	8253564	29819	78	0	0	20	0	0	6603.360	10565.100	13737.200	19132.000	25872.000	37456.000	0.997	0.997	0.997	0.997	7367349	5159172	2206994	3062
RR074e_02189_W-R221-C1_F02_S406	16265.754	4378214	5150986	29847	47	0	3	28	0	0	568.000	4557.100	6280.000	9972.000	15334.000	21382.000	0.998	0.997	0.997	0.997	4355449	2870380	1484534	2248
RR074e_02190_W-R221-D1_H02_S408	25507.324	6707273	7747552	29857	45	0	1	27	0	0	232.020	10538.000	13905.200	18643.500	24443.000	31403.000	0.998	0.998	0.998	0.997	6675267	4527938	2146546	2628
RR074e_02191_W-R221-E1_J02_S410	25074.058	6288325	8147542	29816	29	0	0	18	0	0	336.020	7541.300	10933.000	16834.500	23772.000	31606.500	0.997	0.997	0.997	0.997	6259158	4532268	1725798	3490
RR074e_02192_W-R221-F1_L02_S412	27442.951	6979264	7764172	29849	50	0	4	22	0	0	241.000	10299.100	13770.400	19743.500	27120.000	34272.500	0.998	0.998	0.998	0.996	6947216	4934252	2011990	2634
RR074e_02193_W-R221-G1_N02_S414	15534.612	3848216	4237466	29844	24	0	2	20	0	0	2599.100	5766.300	7543.200	10512.000	14827.000	19277.000	0.998	0.997	0.997	0.997	3830504	2825242	1004258	1922
RR074e_02194_W-R221-A2_B04_S434	27014.865	6954746	7905508	29854	48	0	1	20	0	0	5254.060	10400.200	13907.400	19715.000	26733.000	33331.000	0.998	0.998	0.998	0.997	6920093	4843806	2075656	3732
RR074e_02195_W-R221-B2_D04_S436	20302.454	5395183	6269260	29812	89	0	2	28	0	0	291.020	6478.200	9468.000	14807.000	20355.000	25957.500	0.997	0.997	0.997	0.996	5369232	3597128	1771262	2570
RR074e_02196_W-R221-C2_F04_S438	29146.321	7508759	8504588	29844	54	0	1	29	0	0	1662.000	11102.100	14839.200	21708.500	29036.000	36097.000	0.998	0.997	0.997	0.997	7472333	5226846	2244364	2768
RR074e_02197_W-R221-D2_H04_S440	25490.534	6658249	7536098	29851	48	0	4	32	0	0	317.020	10467.100	13815.400	18964.500	25091.000	31111.500	0.998	0.998	0.998	0.997	6625763	4528354	2096804	2110
RR074e_02198_W-R221-E2_J04_S442	17975.276	4804353	5625628	29806	45	0	1	31	0	0	23.000	5857.000	8347.200	12668.500	17667.000	22716.000	0.997	0.989	0.989	0.989	4780191	3179942	1599178	2736
RR074e_02199_W-R221-G2_N04_S446	15991.952	4262533	5306946	29611	288	0	4	33	0	0	15.040	3055.000	4743.200	8148.000	13667.000	22466.500	0.990	0.989	0.989	0.982	4241067	2834604	1405464	2024
RR074e_02200_W-R221-H2_P04_S448	20461.063	5328099	6162948	29850	50	0	3	30	0	0	121.020	7472.300	10370.000	15232.500	20714.000	26122.000	0.998	0.998	0.998	0.991	5302581	3655422	1645892	2250
RR074e_02201_W-R221-A3_B06_S466	28487.448	7279799	8239280	29861	2	0	3	29	0	0	5688.160	9951.300	12883.600	17918.000	25066.000	37870.000	0.999	0.998	0.998	0.997	7245263	5114342	2129402	3916
RR074e_02202_W-R221-B3_D06_S468	23785.881	6115043	6968230	29850	49	0	2	33	0	0	1105.080	8524.900	11647.000	16736.000	23162.000	30269.000	0.998	0.998	0.998	0.997	6085829	4261678	1823514	3002
RR074e_02203_W-R221-D3_H06_S472	24128.086	6343840	7348098	29844	58	0	1	28	0	0	1904.040	7969.100	10319.000	14320.500	20031.000	33540.500	0.998	0.997	0.997	0.997	6311477	4304180	2006044	2714
RR074e_02204_W-R221-E3_J06_S474	21197.327	5280650	5848664	29834	53	0	1	39	0	0	4462.000	7765.600	10567.200	14370.000	19822.000	26750.500	0.998	0.998	0.998	0.998	5256109	3840554	1414414	2708
RR074e_02205_W-R221-F3_L06_S476	21165.417	5360173	5980234	29818	48	0	1	24	0	0	629.000	7259.000	10415.400	15287.500	21243.000	27166.500	0.997	0.997	0.997	0.997	5334312	3811284	1521660	2514
RR074e_02206_W-R221-G3_N06_S478	20876.305	5223197	5798754	29848	52	0	2	22	0	0	100.020	7160.400	9337.200	13484.500	19363.000	26654.000	0.998	0.998	0.998	0.990	5198288	3791240	1405904	3038
RR074e_02207_W-R221-A4_B08_S498	29363.362	7449729	8320986	29856	44	0	3	22	0	0	3186.440	11417.800	15318.000	21477.500	29008.000	36262.500	0.999	0.998	0.998	0.997	7414516	5290826	2123106	3044
RR074e_02208_W-R221-B4_D08_S500	26243.972	6778765	7828674	29842	21	0	1	24	0	0	316.000	8934.800	13015.000	18512.000	25318.000	33316.000	0.998	0.997	0.997	0.996	6745362	4703684	2040612	2758
RR074e_02209_W-R221-C4_F08_S502	17152.210	4664064	5573174	29820	44	0	2	25	0	0	886.100	2705.200	4377.000	8454.500	15639.000	23751.500	0.997	0.997	0.997	0.997	4640217	3020916	1618448	2212
RR074e_02210_W-R221-D4_H08_S504	25798.117	6558191	7378360	29833	46	0	24	30	0	0	5715.020	10354.200	13585.000	18830.000	25748.000	32376.000	0.998	0.998	0.998	0.997	6527160	4644472	1881316	3782
RR074e_02211_W-R221-F4_L08_S508	18005.278	4550090	5070758	29849	52	0	2	31	0	0	4207.100	7202.100	9384.400	12861.000	17479.000	22410.500	0.998	0.998	0.998	0.997	4528607	3251374	1276314	2088
RR074e_02212_W-R221-G4_N08_S510	22255.029	5864613	6701442	29510	390	0	2	20	0	0	0.000	6852.000	10595.200	16656.500	22546.000	28255.500	0.987	0.986	0.986	0.980	5835238	3955352	1879560	2184
RR074e_02213_W-R221-A5_B10_S530	34002.059	8602984	9807314	29518	384	0	1	22	0	0	0.000	10395.200	15734.400	23161.000	32447.000	43211.000	0.987	0.987	0.987	0.983	8563045	6150888	2411982	4716
RR074e_02214_W-R221-B5_D10_S532	20568.650	5489402	6414244	29808	77	0	1	28	0	0	1671.040	7317.200	10165.200	14837.000	19659.000	25928.500	0.997	0.997	0.997	0.997	5462309	3642242	1819174	2136
RR074e_02215_W-R221-C5_F10_S534	15339.123	4176626	5020462	29854	9	0	3	28	0	0	193.000	3644.300	5651.000	8641.500	13158.000	21536.000	0.998	0.998	0.998	0.996	4154542	2703470	1450486	2066
RR075e_00848_W-R219-A1_B01_S386	7067.066	1676804	2957870	29814	35	0	1	22	0	0	257.020	1572.200	2520.200	4271.000	6666.000	9398.000	0.997	0.997	0.997	0.996	1667918	1339762	327810	642
RR075e_00849_W-R219-B1_D01_S388	22378.168	5464204	7396366	29845	27	0	1	23	0	0	2446.020	7376.100	10018.000	14671.000	21221.000	28581.500	0.998	0.997	0.997	0.997	5438584	4102386	1335730	1892
RR075e_00850_W-R219-C1_F01_S390	15250.427	4014611	7234592	29840	17	0	1	23	0	0	192.060	2143.200	3781.200	8379.000	14269.000	20631.500	0.998	0.998	0.998	0.991	3994164	2709668	1284036	2534
RR075e_00851_W-R219-D1_H01_S392	20011.692	4868202	7489494	29865	37	0	1	20	0	0	1128.040	7326.600	9425.600	13266.000	18980.000	24875.500	0.999	0.998	0.998	0.998	4846647	3674542	1171656	2542
RR075e_00852_W-R219-E1_J01_S394	18868.934	4690837	6386772	29773	126	0	1	34	0	0	27.000	3212.200	7243.000	12298.500	18518.000	24734.500	0.996	0.990	0.990	0.986	4668965	3420072	1248656	2372
RR075e_00853_W-R219-F1_L01_S396	22295.299	5453683	6830744	29821	77	0	1	21	0	0	881.020	7045.100	9886.200	14840.500	21166.000	28082.500	0.997	0.997	0.997	0.997	5430797	4082050	1347498	2544
RR075e_00854_W-R219-G1_N01_S398	11715.594	2958866	5237942	29527	328	0	6	22	0	0	4.000	54.000	257.200	2805.000	9565.000	18435.000	0.988	0.973	0.973	0.923	2944866	2114236	829938	2182
RR075e_00855_W-R219-H1_P01_S400	13308.996	3497840	4917480	29815	5	0	0	22	0	0	202.280	2636.000	4010.200	7090.500	12116.000	18560.000	0.997	0.991	0.991	0.990	3479861	2368454	1110140	2250
RR075e_00856_W-R219-A2_B03_S418	19977.260	4985432	6630128	29850	50	0	3	25	0	0	2108.300	7364.100	9579.200	13728.000	19091.000	25109.500	0.998	0.998	0.998	0.997	4962249	3637818	1323878	1870
RR075e_00857_W-R219-B2_D03_S420	15893.247	4091531	6813474	29815	52	0	1	23	0	0	280.040	2178.200	4630.400	9039.000	14993.000	21385.000	0.997	0.997	0.997	0.997	4070766	2854714	1215090	2188
RR075e_00858_W-R219-C2_F03_S422	26876.587	6865350	9443896	29851	50	0	2	23	0	0	4881.020	10768.400	13816.400	19027.000	26064.000	32993.500	0.998	0.998	0.998	0.997	6833373	4824482	2007892	2490
RR075e_00859_W-R219-D2_H03_S424	14404.001	3639796	5672584	29610	281	0	0	21	0	0	10.000	2007.100	4282.000	9039.500	13793.000	19444.000	0.990	0.989	0.989	0.983	3623246	2589560	1032692	1744
RR075e_00860_W-R219-E2_J03_S426	13395.753	3634098	7057976	29849	5	0	0	21	0	0	130.040	1062.000	2624.600	5976.000	11765.000	19405.000	0.998	0.998	0.998	0.990	3614999	2361478	1253172	1580
RR075e_00861_W-R219-F2_L03_S428	20283.820	5196729	7444618	29851	10	0	1	20	0	0	232.060	4209.500	6788.400	12175.500	18868.000	27545.500	0.998	0.997	0.997	0.993	5171462	3633188	1537744	2344
RR075e_00862_W-R219-G2_N03_S430	2022.834	539664	3976478	25023	4793	0	3	18	0	0	0.000	0.000	4.000	26.000	184.000	1635.500	0.837	0.735	0.735	0.565	536829	358272	178248	282
RR075e_00863_W-R219-H2_P03_S432	11746.904	3064615	6066646	29814	58	0	1	22	0	0	190.120	1224.000	2870.200	5571.000	10120.000	16433.500	0.997	0.993	0.993	0.990	3049211	2094660	954006	1666
RR075e_00864_W-R219-A3_B05_S450	17607.279	4453319	7319494	29845	58	0	0	23	0	0	265.000	4088.100	6887.000	11326.000	16966.000	22791.500	0.998	0.998	0.998	0.997	4432052	3179574	1252022	2292
RR075e_00865_W-R219-B3_D05_S452	4180.017	1155439	2860618	29812	5	0	2	19	0	0	87.000	330.000	603.000	1750.000	3678.000	5882.500	0.997	0.996	0.996	0.990	1149224	733072	415884	394
RR075e_00866_W-R219-C3_F05_S454	47.707	13438	3124626	9329	19630	0	1	10	0	0	0.000	0.000	0.000	0.000	0.000	27.000	0.312	0.247	0.247	0.146	13390	8240	5008	0
RR075e_00867_W-R219-D3_H05_S456	25408.878	6380870	7870300	29856	9	0	1	24	0	0	4414.040	9692.400	12529.200	17409.000	24029.000	31750.000	0.998	0.998	0.998	0.997	6350882	4590122	1759970	2310
